번호,업체명,차종,차명,형식,사용연료,인증구분,"배출가스
인증번호","배출가스
인증일","1회충전주행거리(km)
상온 도심","1회충전주행거리(km)
상온 고속","1회충전주행거리(km)
상온 복합","1회충전주행거리(km)
저온 도심","1회충전주행거리(km)
저온 고속","1회충전주행거리(km)
저온 복합"
337,기아(주),승용(소형),EV9 2WD 19인치 7인,MV1-EV7-G7A-2W-19,전기(EV),변경인증,PMY-KM-21-14,2024-09-02,,,,,,
338,기아(주),승용(소형),EV9 GTL 4WD 21인치 7인,MV1-EV7-G7A-GTL4W-21,전기(EV),변경인증,PMY-KM-21-15,2024-09-02,,,,,,
339,기아(주),승용(소형),EV9 GTL 4WD 21인치 6인,MV1-EV6-G7A-GTL4W-21,전기(EV),변경인증,PMY-KM-21-15,2024-09-02,,,,,,
340,현대자동차(주),승용(소형),G80 Electrified,RG3PE-EV-G7A,전기(EV),변경인증,RMY-HD-21-21,2024-09-02,,,,,,
578,지엠아시아퍼시픽지역본부(주),승용(소형),캐딜락 리릭,XP8RL,전기(EV),변경인증,PMY-GK-21-2,2024-09-04,,,,,,
579,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Long Range Single Motor,VSFE,전기(EV),변경인증,PMY-PS-21-1,2024-09-04,,,,,,
580,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Long Range Single Motor,VSFE,전기(EV),변경인증,PMY-PS-21-1,2024-09-04,,,,,,
581,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Long Range Dual Motor,VSFD,전기(EV),변경인증,PMY-PS-21-2,2024-09-04,,,,,,
582,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Long Range Dual Motor,VSFD,전기(EV),변경인증,PMY-PS-21-2,2024-09-04,,,,,,
583,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Standard Range Single Motor,VSFC,전기(EV),변경인증,PMY-PS-21-3,2024-09-04,,,,,,
584,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 2 Standard Range Single Motor,VSFC,전기(EV),변경인증,PMY-PS-21-3,2024-09-04,,,,,,
341,기아(주),경자동차,레이 EV,TAM-EV4-G7A-14,전기(EV),변경인증,PMY-KM-21-21,2024-09-04,,,,,,
342,기아(주),경자동차,레이 EV,TAM-EV1-G7A-14,전기(EV),변경인증,PMY-KM-21-21,2024-09-04,,,,,,
343,기아(주),경자동차,레이 EV,TAM-EV2-G7A-14,전기(EV),변경인증,PMY-KM-21-21,2024-09-04,,,,,,
577,한국지엠(주),승용(소형),쉐보레 이쿼녹스 EV,7D8EP,전기(EV),신규인증,RMY-GD-21-1,2024-09-05,519,439,483,197,286,237
557,폭스바겐그룹코리아(주),승용(소형),Q8 50 e-tron quattro,GE,전기(EV),변경인증,PMY-AD-21-1,2024-09-09,,,,,,
558,폭스바겐그룹코리아(주),승용(소형),SQ8 Sportback e-tron,GE,전기(EV),변경인증,PMY-AD-21-13,2024-09-09,,,,,,
559,폭스바겐그룹코리아(주),승용(소형),Q8 55 e-tron quattro,GE,전기(EV),변경인증,PMY-AD-21-2,2024-09-09,,,,,,
560,폭스바겐그룹코리아(주),승용(소형),Q8 55 e-tron quattro,GE,전기(EV),변경인증,PMY-AD-21-2,2024-09-09,,,,,,
561,폭스바겐그룹코리아(주),승용(소형),Q8 Sportback 55 e-tron quattro,GE,전기(EV),변경인증,PMY-AD-21-3,2024-09-09,,,,,,
562,폭스바겐그룹코리아(주),승용(소형),Q8 Sportback 55 e-tron quattro,GE,전기(EV),변경인증,PMY-AD-21-3,2024-09-09,,,,,,
563,포르쉐코리아(주),승용(소형),타이칸 크로스 투리스모 4S (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-10,2024-09-09,476,451,465,292,403,342
564,포르쉐코리아(주),승용(소형),타이칸 터보 GT 바이작 패키지,Y1A,전기(EV),변경인증,RMY-SG-21-11,2024-09-09,467,404,439,325,398,358
565,포르쉐코리아(주),승용(소형),타이칸 크로스 투리스모 터보(5인승),Y1A,전기(EV),변경인증,RMY-SG-21-13,2024-09-09,419,399,410,259,354,301
566,포르쉐코리아(주),승용(소형),타이칸 터보 S,Y1A,전기(EV),변경인증,RMY-SG-21-4,2024-09-09,441,435,438,294,396,340
567,포르쉐코리아(주),승용(소형),타이칸 터보 S (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-4,2024-09-09,441,435,438,294,396,340
568,포르쉐코리아(주),승용(소형),타이칸 터보,Y1A,전기(EV),변경인증,RMY-SG-21-5,2024-09-09,445,435,441,280,399,333
569,포르쉐코리아(주),승용(소형),타이칸 터보 (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-5,2024-09-09,445,435,441,280,399,333
570,포르쉐코리아(주),승용(소형),타이칸 (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-6,2024-09-09,483,458,471,254,371,307
571,포르쉐코리아(주),승용(소형),타이칸,Y1A,전기(EV),변경인증,RMY-SG-21-6,2024-09-09,483,458,471,254,371,307
572,포르쉐코리아(주),승용(소형),"타이칸 (High, 5인승)",Y1A,전기(EV),변경인증,RMY-SG-21-7,2024-09-09,520,509,515,294,428,354
573,포르쉐코리아(주),승용(소형),타이칸 (High),Y1A,전기(EV),변경인증,RMY-SG-21-7,2024-09-09,520,509,515,294,428,354
574,포르쉐코리아(주),승용(소형),"타이칸 4S (High, 5인승)",Y1A,전기(EV),변경인증,RMY-SG-21-8,2024-09-09,494,488,491,300,415,352
575,포르쉐코리아(주),승용(소형),타이칸 4S (High),Y1A,전기(EV),변경인증,RMY-SG-21-8,2024-09-09,494,488,491,300,415,352
576,포르쉐코리아(주),승용(소형),타이칸 크로스 투리스모 (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-9,2024-09-09,466,444,456,291,401,340
344,현대자동차(주),승용(소형),GV60 RWD 19인치,JW-EV-G7A-ST2-19,전기(EV),변경인증,MMY-HD-21-45,2024-09-09,,,,,,
345,현대자동차(주),승용(소형),GV60 4WD 20인치,JW-EV-G7A-ST4-20,전기(EV),변경인증,MMY-HD-21-46,2024-09-09,,,,,,
346,현대자동차(주),승용(소형),GV60 4WD 19인치,JW-EV-G7A-ST4-19,전기(EV),변경인증,MMY-HD-21-46,2024-09-09,,,,,,
347,현대자동차(주),승용(소형),GV60 성능형 4WD 21인치,JW-EV-G7A-PF4-21,전기(EV),변경인증,MMY-HD-21-47,2024-09-09,,,,,,
348,현대자동차(주),승용(소형),GV70 Electrified 무선충전,JK1-EV-G7A-WL,전기(EV),변경인증,MMY-HD-21-61,2024-09-09,,,,,,
349,현대자동차(주),승용(소형),GV70 Electrified 19인치,JK1-EV-G7A-19,전기(EV),변경인증,MMY-HD-21-61,2024-09-09,,,,,,
350,현대자동차(주),승용(소형),GV70 Electrified 20인치,JK1-EV-G7A-20,전기(EV),변경인증,MMY-HD-21-61,2024-09-09,,,,,,
351,현대자동차(주),승용(소형),아이오닉6 기본형 RWD 18인치,CE1-EV-G7A-ST2-18D,전기(EV),변경인증,NMY-HD-21-30,2024-09-09,,,,,,
352,현대자동차(주),승용(소형),아이오닉6 항속형 AWD 18인치,CE1-EV-G7A-EX4-18D,전기(EV),변경인증,NMY-HD-21-36,2024-09-09,,,,,,
353,현대자동차(주),승용(소형),아이오닉6 항속형 AWD 20인치,CE1-EV-G7A-EX4-20D,전기(EV),변경인증,NMY-HD-21-36,2024-09-09,,,,,,
354,현대자동차(주),승용(소형),아이오닉6 항속형 RWD 20인치,CE1-EV-G7A-EX2-20D,전기(EV),변경인증,NMY-HD-21-37,2024-09-09,,,,,,
355,현대자동차(주),승용(소형),아이오닉6 항속형 RWD 18인치,CE1-EV-G7A-EX2-18D,전기(EV),변경인증,NMY-HD-21-37,2024-09-09,,,,,,
356,현대자동차(주),승용(소형),아이오닉5 N,NEN-EV-G7A-ST4,전기(EV),변경인증,PMY-HD-21-22,2024-09-09,,,,,,
357,현대자동차(주),승용(소형),캐스퍼 EV 항속형 15인치,AX-EV-G7A-LR2W-15,전기(EV),변경인증,RMY-HD-21-19,2024-09-09,,,,,,
358,현대자동차(주),승용(소형),캐스퍼 EV 항속형 17인치,AX-EV-G7A-LR2W-17,전기(EV),변경인증,RMY-HD-21-19,2024-09-09,,,,,,
359,현대자동차(주),승용(소형),캐스퍼 EV 기본형 15인치,AX-EV-G7A-STD-15,전기(EV),변경인증,RMY-HD-21-24,2024-09-09,,,,,,
556,폴스타오토모티브코리아 유한회사,승용(소형),Polestar 4 Long Range Single Motor,ZPB,전기(EV),신규인증,RMY-PS-21-1,2024-09-10,530,488,511,402,466,431
360,현대자동차(주),화물(중형),ST1 기본형 샤시캡 17인치,A01-EV2-G7A-ST2-CHC-17,전기(EV),변경인증,RMY-HD-21-23,2024-09-11,,,,,,
361,현대자동차(주),화물(중형),ST1 기본형 하이탑 17인치,A01-EV2-G7A-ST2-HDVSS-17,전기(EV),변경인증,RMY-HD-21-7,2024-09-11,,,,,,
362,현대자동차(주),화물(중형),ST1 기본형 카고 17인치,A01-EV2-G7A-ST2-DVSS-17,전기(EV),변경인증,RMY-HD-21-7,2024-09-11,,,,,,
363,현대자동차(주),화물(중형),ST1 기본형 카고 냉동 17인치,A01-EV2-G7A-ST2-RTSS-17,전기(EV),변경인증,RMY-HD-21-7,2024-09-11,,,,,,
550,폭스바겐그룹코리아(주),승용(소형),RS e-tron GT,FW,전기(EV),변경인증,MMY-AD-21-28,2024-09-12,,,,,,
551,폭스바겐그룹코리아(주),승용(소형),RS e-tron GT,FW,전기(EV),변경인증,MMY-AD-21-28,2024-09-12,,,,,,
552,폭스바겐그룹코리아(주),승용(소형),e-tron GT quattro,FW,전기(EV),변경인증,MMY-AD-21-29,2024-09-12,,,,,,
553,폭스바겐그룹코리아(주),승용(소형),e-tron GT quattro,FW,전기(EV),변경인증,MMY-AD-21-29,2024-09-12,,,,,,
554,폭스바겐그룹코리아(주),승용(소형),e-tron GT quattro,FW,전기(EV),변경인증,MMY-AD-21-29,2024-09-12,,,,,,
555,폭스바겐그룹코리아(주),승용(소형),e-tron GT quattro,FW,전기(EV),변경인증,MMY-AD-21-29,2024-09-12,,,,,,
364,현대자동차(주),승용(소형),GV70 Electrified 19인치,JK1FL-EV-G7A-19,전기(EV),신규인증,RMY-HD-21-28,2024-09-12,448,393,423,347,400,371
365,현대자동차(주),승용(소형),GV70 Electrified 20인치,JK1FL-EV-G7A-20,전기(EV),신규인증,RMY-HD-21-28,2024-09-12,432,372,405,303,346,322
366,기아(주),승용(소형),EV6 GT 개조차,CVPE-EV-G7A-GT,전기(EV),신규인증,RMY-KM-21-27,2024-09-12,377,342,361,305,340,321
367,기아(주),승용(소형),EV6 기본형 2WD 개조차 19인치,CVPE-EV-G7A-ST2-19D,전기(EV),신규인증,RMY-KM-21-28,2024-09-12,427,342,389,290,322,304
368,(주)앨비,이륜,트레바이,H2.4-BL72DC,전기(EV),변경인증,PMY-SE-21-17,2024-09-19,,,,43.6,,
549,포르쉐코리아(주),승용(소형),마칸 터보,XA,전기(EV),신규인증,RMY-SG-21-16,2024-10-02,469,389,433,274,319,294
369,현대자동차(주),승용(소형),캐스퍼 EV CROSS 바스켓 루프랙 17인치,AX-EV-G7A-CSBS-17,전기(EV),신규인증,RMY-HD-21-29,2024-10-08,274,216,248,231,223,227
370,현대자동차(주),승용(소형),캐스퍼 EV CROSS 17인치,AX-EV-G7A-CSBR-17,전기(EV),신규인증,RMY-HD-21-29,2024-10-08,314,255,287,236,254,244
543,로터스카스코리아(주),승용(소형),ELETRE R,LB,전기(EV),신규인증,RMY-LC-21-4,2024-10-10,452,429,442,260,353,301
544,로터스카스코리아(주),승용(소형),ELETRE R,LB,전기(EV),신규인증,RMY-LC-21-4,2024-10-10,452,429,442,260,353,301
545,로터스카스코리아(주),승용(소형),ELETRE R,LB,전기(EV),신규인증,RMY-LC-21-5,2024-10-10,379,376,377,226,317,267
546,로터스카스코리아(주),승용(소형),ELETRE R,LB,전기(EV),신규인증,RMY-LC-21-5,2024-10-10,379,376,377,226,317,267
547,로터스카스코리아(주),승용(소형),ELETRE R,LB,전기(EV),신규인증,RMY-LC-21-5,2024-10-10,379,376,377,226,317,267
548,로터스카스코리아(주),승용(소형),ELETRE R,LB,전기(EV),신규인증,RMY-LC-21-5,2024-10-10,379,376,377,226,317,267
371,그린모빌리티,이륜,JANGBORI-II,ETDJ-2.0,전기(EV),변경인증,MMY-GR-21-31,2024-10-14,51.4,,,40,,
372,케이지모빌리티커머셜(주),승용(대형),케이지 씨090,KB611-EV-SD,전기(EV),신규인증,RMY-ED-21-30,2024-10-14,,,377,,,
373,기아(주),승용(소형),EV9 기본형 2WD 19인치 6인,MV1-EV6-G7A-ST2W-19,전기(EV),신규인증,RMY-KM-21-31,2024-10-14,429,332,385,304,311,307
374,기아(주),승용(소형),EV9 기본형 2WD 19인치 7인,MV1-EV7-G7A-ST2W-19,전기(EV),신규인증,RMY-KM-21-31,2024-10-14,429,332,385,304,311,307
542,포르쉐코리아(주),승용(소형),마칸 4S,XA,전기(EV),신규인증,RMY-SG-21-18,2024-10-15,495,405,455,276,333,302
375,현대자동차(주),승용(소형),GV60 RWD 19인치,JW-EV-G7A-ST2-19,전기(EV),변경인증,MMY-HD-21-45,2024-10-16,,,,,,
376,현대자동차(주),승용(소형),GV60 4WD 20인치,JW-EV-G7A-ST4-20,전기(EV),변경인증,MMY-HD-21-46,2024-10-16,,,,,,
377,현대자동차(주),승용(소형),GV60 4WD 19인치,JW-EV-G7A-ST4-19,전기(EV),변경인증,MMY-HD-21-46,2024-10-16,,,,,,
378,현대자동차(주),승용(소형),GV60 성능형 4WD 21인치,JW-EV-G7A-PF4-21,전기(EV),변경인증,MMY-HD-21-47,2024-10-16,,,,,,
379,현대자동차(주),승용(소형),GV70 Electrified 20인치,JK1-EV-G7A-20,전기(EV),변경인증,MMY-HD-21-61,2024-10-16,,,,,,
380,현대자동차(주),승용(소형),GV70 Electrified 19인치,JK1-EV-G7A-19,전기(EV),변경인증,MMY-HD-21-61,2024-10-16,,,,,,
381,현대자동차(주),승용(소형),GV70 Electrified 무선충전,JK1-EV-G7A-WL,전기(EV),변경인증,MMY-HD-21-61,2024-10-16,,,,,,
382,현대자동차(주),승용(소형),아이오닉6 기본형 RWD 18인치,CE1-EV-G7A-ST2-18D,전기(EV),변경인증,NMY-HD-21-30,2024-10-16,,,,,,
383,현대자동차(주),승용(소형),아이오닉6 항속형 AWD 18인치,CE1-EV-G7A-EX4-18D,전기(EV),변경인증,NMY-HD-21-36,2024-10-16,,,,,,
384,현대자동차(주),승용(소형),아이오닉6 항속형 AWD 20인치,CE1-EV-G7A-EX4-20D,전기(EV),변경인증,NMY-HD-21-36,2024-10-16,,,,,,
385,현대자동차(주),승용(소형),아이오닉6 항속형 RWD 18인치,CE1-EV-G7A-EX2-18D,전기(EV),변경인증,NMY-HD-21-37,2024-10-16,,,,,,
386,현대자동차(주),승용(소형),아이오닉6 항속형 RWD 20인치,CE1-EV-G7A-EX2-20D,전기(EV),변경인증,NMY-HD-21-37,2024-10-16,,,,,,
387,현대자동차(주),승용(소형),G80 Electrified,RG3PE-EV-G7A,전기(EV),변경인증,RMY-HD-21-21,2024-10-16,,,,,,
388,현대자동차(주),승용(소형),GV70 Electrified 19인치,JK1FL-EV-G7A-19,전기(EV),변경인증,RMY-HD-21-28,2024-10-16,,,,,,
389,현대자동차(주),승용(소형),GV70 Electrified 20인치,JK1FL-EV-G7A-20,전기(EV),변경인증,RMY-HD-21-28,2024-10-16,,,,,,
541,(주)이누리,이륜,오케이원 쿠루,DJ1,전기(EV),신규인증,RMY-ET-21-1,2024-10-21,71.1,,,44.8,,
535,폭스바겐그룹코리아(주),승용(소형),S e-tron GT,FW,전기(EV),신규인증,RMY-AD-21-9,2024-10-23,429,429,429,344,417,377
536,폭스바겐그룹코리아(주),승용(소형),S e-tron GT,FW,전기(EV),신규인증,RMY-AD-21-9,2024-10-23,429,429,429,344,417,377
537,폭스바겐그룹코리아(주),승용(소형),S e-tron GT,FW,전기(EV),신규인증,RMY-AD-21-9,2024-10-23,429,429,429,344,417,377
538,한차(주),승용(대형),그린웨이1100,TEG6110BEVK2,전기(EV),신규인증,RMY-HC-21-1,2024-10-23,,,408,,,
539,로터스카스코리아(주),승용(소형),EMEYA S,LD,전기(EV),신규인증,RMY-LC-21-6,2024-10-23,483,490,486,257,365,305
540,로터스카스코리아(주),승용(소형),EMEYA S,LD,전기(EV),신규인증,RMY-LC-21-6,2024-10-23,483,490,486,257,365,305
390,케이지모빌리티커머셜(주),승용(대형),케이지 씨090,KB511-EV-SD,전기(EV),신규인증,RMY-ED-21-32,2024-10-23,,,316,,,
391,(주)우진산전,승용(초대형),아폴로 1100,WJEB-11CTLP-08,전기(EV),신규인증,RMY-WJ-21-33,2024-10-23,,,396,,,
533,폭스바겐그룹코리아(주),승용(소형),Q6 e-tron,GF,전기(EV),신규인증,RMY-AD-21-10,2024-10-25,399,322,365,229,278,251
534,폭스바겐그룹코리아(주),승용(소형),Q6 e-tron,GF,전기(EV),신규인증,RMY-AD-21-10,2024-10-25,399,322,365,229,278,251
530,폭스바겐그룹코리아(주),승용(소형),SQ6 e-tron,GF,전기(EV),신규인증,RMY-AD-21-11,2024-10-28,437,381,412,253,326,286
531,(주)GS글로벌,승용(대형),BYD eBus7,B75A01,전기(EV),신규인증,RMY-GG-21-2,2024-10-28,,,341,,,
532,(주)GS글로벌,승용(대형),BYD eBus7,B75A01,전기(EV),신규인증,RMY-GG-21-2,2024-10-28,,,341,,,
529,포르쉐코리아(주),승용(소형),마칸,XA,전기(EV),신규인증,RMY-SG-21-19,2024-10-31,524,423,478,235,294,262
527,폭스바겐그룹코리아(주),승용(소형),A6 e-tron performance,GH,전기(EV),신규인증,RMY-AD-21-12,2024-11-05,491,442,469,259,362,305
528,폭스바겐그룹코리아(주),승용(소형),S6 e-tron,GH,전기(EV),신규인증,RMY-AD-21-13,2024-11-05,452,424,440,269,353,307
517,폭스바겐그룹코리아(주),승용(소형),Q4 Sportback 45 e-tron,FZ,전기(EV),변경인증,PMY-AD-21-20,2024-11-06,,,,,,
518,폭스바겐그룹코리아(주),승용(소형),Q4 45 e-tron,FZ,전기(EV),변경인증,PMY-AD-21-20,2024-11-06,,,,,,
519,폭스바겐그룹코리아(주),승용(소형),Q4 45 e-tron,FZ,전기(EV),변경인증,PMY-AD-21-20,2024-11-06,,,,,,
520,폭스바겐그룹코리아(주),승용(소형),Q4 Sportback 45 e-tron,FZ,전기(EV),변경인증,PMY-AD-21-20,2024-11-06,,,,,,
521,폭스바겐그룹코리아(주),승용(소형),ID.4 Pro,E2,전기(EV),변경인증,PMY-AD-21-23,2024-11-06,,,,,,
522,폭스바겐그룹코리아(주),승용(소형),ID.4 Pro,E2,전기(EV),변경인증,PMY-AD-21-23,2024-11-06,,,,,,
523,폭스바겐그룹코리아(주),승용(소형),ID.4 Pro,E2,전기(EV),변경인증,PMY-AD-21-23,2024-11-06,,,,,,
524,폭스바겐그룹코리아(주),승용(소형),ID.4 Pro,E2,전기(EV),변경인증,PMY-AD-21-23,2024-11-06,,,,,,
525,폭스바겐그룹코리아(주),승용(소형),ID.5 Pro,E2,전기(EV),변경인증,PMY-AD-21-24,2024-11-06,,,,,,
526,폭스바겐그룹코리아(주),승용(소형),ID.5 Pro,E2,전기(EV),변경인증,PMY-AD-21-24,2024-11-06,,,,,,
496,폭스바겐그룹코리아(주),승용(소형),Q8 50 e-tron quattro,GE,전기(EV),변경인증,PMY-AD-21-1,2024-11-07,,,,,,
497,폭스바겐그룹코리아(주),승용(소형),SQ8 Sportback e-tron,GE,전기(EV),변경인증,PMY-AD-21-13,2024-11-07,,,,,,
498,폭스바겐그룹코리아(주),승용(소형),Q8 55 e-tron quattro,GE,전기(EV),변경인증,PMY-AD-21-2,2024-11-07,,,,,,
499,폭스바겐그룹코리아(주),승용(소형),Q8 55 e-tron quattro,GE,전기(EV),변경인증,PMY-AD-21-2,2024-11-07,,,,,,
500,폭스바겐그룹코리아(주),승용(소형),Q8 Sportback 55 e-tron quattro,GE,전기(EV),변경인증,PMY-AD-21-3,2024-11-07,,,,,,
501,폭스바겐그룹코리아(주),승용(소형),Q8 Sportback 55 e-tron quattro,GE,전기(EV),변경인증,PMY-AD-21-3,2024-11-07,,,,,,
502,포르쉐코리아(주),승용(소형),타이칸 크로스 투리스모 4S (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-10,2024-11-07,,,,,,
503,포르쉐코리아(주),승용(소형),타이칸 터보 GT 바이작 패키지,Y1A,전기(EV),변경인증,RMY-SG-21-11,2024-11-07,,,,,,
504,포르쉐코리아(주),승용(소형),타이칸 크로스 투리스모 터보(5인승),Y1A,전기(EV),변경인증,RMY-SG-21-13,2024-11-07,,,,,,
505,포르쉐코리아(주),승용(소형),마칸 4,XA,전기(EV),신규인증,RMY-SG-21-20,2024-11-07,500,408,459,239,305,268
506,포르쉐코리아(주),승용(소형),타이칸 터보 S,Y1A,전기(EV),변경인증,RMY-SG-21-4,2024-11-07,,,,,,
507,포르쉐코리아(주),승용(소형),타이칸 터보 S (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-4,2024-11-07,,,,,,
508,포르쉐코리아(주),승용(소형),타이칸 터보 (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-5,2024-11-07,,,,,,
509,포르쉐코리아(주),승용(소형),타이칸 터보,Y1A,전기(EV),변경인증,RMY-SG-21-5,2024-11-07,,,,,,
510,포르쉐코리아(주),승용(소형),타이칸,Y1A,전기(EV),변경인증,RMY-SG-21-6,2024-11-07,,,,,,
511,포르쉐코리아(주),승용(소형),타이칸 (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-6,2024-11-07,,,,,,
512,포르쉐코리아(주),승용(소형),"타이칸 (High, 5인승)",Y1A,전기(EV),변경인증,RMY-SG-21-7,2024-11-07,,,,,,
513,포르쉐코리아(주),승용(소형),타이칸 (High),Y1A,전기(EV),변경인증,RMY-SG-21-7,2024-11-07,,,,,,
514,포르쉐코리아(주),승용(소형),"타이칸 4S (High, 5인승)",Y1A,전기(EV),변경인증,RMY-SG-21-8,2024-11-07,,,,,,
515,포르쉐코리아(주),승용(소형),타이칸 4S (High),Y1A,전기(EV),변경인증,RMY-SG-21-8,2024-11-07,,,,,,
516,포르쉐코리아(주),승용(소형),타이칸 크로스 투리스모 (5인승),Y1A,전기(EV),변경인증,RMY-SG-21-9,2024-11-07,,,,,,
392,기아(주),승용(소형),EV9 4WD 19인치 6인,MV1-EV6-G7A-4W-19,전기(EV),변경인증,PMY-KM-21-13,2024-11-07,,,,,,
393,기아(주),승용(소형),EV9 4WD 19인치 7인,MV1-EV7-G7A-4W-19,전기(EV),변경인증,PMY-KM-21-13,2024-11-07,,,,,,
394,기아(주),승용(소형),EV9 4WD 21인치 7인,MV1-EV7-G7A-4W-21,전기(EV),변경인증,PMY-KM-21-13,2024-11-07,,,,,,
395,기아(주),승용(소형),EV9 4WD 21인치 6인,MV1-EV6-G7A-4W-21,전기(EV),변경인증,PMY-KM-21-13,2024-11-07,,,,,,
396,기아(주),승용(소형),EV9 2WD 19인치 7인,MV1-EV7-G7A-2W-19,전기(EV),변경인증,PMY-KM-21-14,2024-11-07,,,,,,
397,기아(주),승용(소형),EV9 2WD 19인치 6인,MV1-EV6-G7A-2W-19,전기(EV),변경인증,PMY-KM-21-14,2024-11-07,,,,,,
398,기아(주),승용(소형),EV9 2WD 20인치 7인,MV1-EV7-G7A-2W-20,전기(EV),변경인증,PMY-KM-21-14,2024-11-07,,,,,,
399,기아(주),승용(소형),EV9 2WD 20인치 6인,MV1-EV6-G7A-2W-20,전기(EV),변경인증,PMY-KM-21-14,2024-11-07,,,,,,
400,기아(주),승용(소형),EV9 GTL 4WD 21인치 7인,MV1-EV7-G7A-GTL4W-21,전기(EV),변경인증,PMY-KM-21-15,2024-11-07,,,,,,
401,기아(주),승용(소형),EV9 GTL 4WD 21인치 6인,MV1-EV6-G7A-GTL4W-21,전기(EV),변경인증,PMY-KM-21-15,2024-11-07,,,,,,
402,기아(주),승용(소형),EV3 항속형 2WD 19인치,SV-EV-G7A-EX2W-19D,전기(EV),변경인증,RMY-KM-21-16,2024-11-07,,,,,,
403,기아(주),승용(소형),EV3 항속형 2WD 17인치,SV-EV-G7A-EX2W-17D,전기(EV),변경인증,RMY-KM-21-16,2024-11-07,,,,,,
404,기아(주),승용(소형),EV3 기본형 2WD,SV-EV-G7A-ST2W,전기(EV),변경인증,RMY-KM-21-17,2024-11-07,,,,,,
405,기아(주),승용(소형),EV9 기본형 2WD 19인치 7인,MV1-EV7-G7A-ST2W-19,전기(EV),변경인증,RMY-KM-21-31,2024-11-07,,,,,,
406,기아(주),승용(소형),EV9 기본형 2WD 19인치 6인,MV1-EV6-G7A-ST2W-19,전기(EV),변경인증,RMY-KM-21-31,2024-11-07,,,,,,
407,케이지모빌리티(주),승용(소형),토레스 EVX 18인치,U5MLI2H18,전기(EV),신규인증,RMY-SY-21-34,2024-11-08,484,413,452,317,370,341
408,케이지모빌리티(주),승용(소형),토레스 EVX 20인치,U5MLI2H20,전기(EV),신규인증,RMY-SY-21-35,2024-11-08,468,398,436,282,344,310
494,폭스바겐그룹코리아(주),승용(소형),Q6 e-tron performance,GF,전기(EV),신규인증,RMY-AD-21-14,2024-11-12,504,423,468,306,375,337
495,폭스바겐그룹코리아(주),승용(소형),Q6 e-tron performance,GF,전기(EV),신규인증,RMY-AD-21-14,2024-11-12,504,423,468,306,375,337
493,포르쉐코리아(주),승용(소형),타이칸 터보 GT,Y1A,전기(EV),신규인증,RMY-SG-21-21,2024-11-15,444,397,423,281,366,320
409,(주)아이버스,승용(초대형),아이버스아폴로1200어린이운송차,IBUS-WJEB-1200,전기(EV),신규인증,RMY-IB-21-36,2024-11-18,,,403,,,
492,폭스바겐그룹코리아(주),승용(소형),Q6 e-tron quattro,GF,전기(EV),변경인증,RMY-AD-21-8,2024-11-21,,,,,,
410,(주)와코,이륜,E7S,KW3900E7-2W,전기(EV),변경인증,LMY-WM-21-101,2024-11-21,73.7,,,63.1,,
411,현대자동차(주),승용(소형),아이오닉5 N-line RWD,NEPE-EV-G7A-LR2W-NL,전기(EV),변경인증,RMY-HD-21-10,2024-11-21,,,,,,
412,현대자동차(주),승용(소형),아이오닉5 N-line AWD,NEPE-EV-G7A-LR4W-NL,전기(EV),변경인증,RMY-HD-21-11,2024-11-21,,,,,,
413,현대자동차(주),승용(소형),아이오닉5 기본형 RWD 개조차,NEPE-EV-G7A-ST2W,전기(EV),변경인증,RMY-HD-21-20,2024-11-21,,,,,,
414,현대자동차(주),승용(소형),아이오닉5 항속형 RWD 개조차,NEPE-EV-G7A-LR2W,전기(EV),변경인증,RMY-HD-21-3,2024-11-21,,,,,,
415,현대자동차(주),승용(소형),아이오닉5 항속형 AWD 개조차 20인치,NEPE-EV-G7A-LR4W-20,전기(EV),변경인증,RMY-HD-21-9,2024-11-21,,,,,,
416,현대자동차(주),승용(소형),아이오닉5 항속형 AWD 개조차 19인치,NEPE-EV-G7A-LR4W-19,전기(EV),변경인증,RMY-HD-21-9,2024-11-21,,,,,,
417,기아(주),승용(소형),EV6 항속형 2WD 개조차 19인치,CVPE-EV-G7A-EX2-19D,전기(EV),변경인증,RMY-KM-21-12,2024-11-21,,,,,,
418,기아(주),승용(소형),EV6 항속형 2WD 개조차 20인치,CVPE-EV-G7A-EX2-20D,전기(EV),변경인증,RMY-KM-21-12,2024-11-21,,,,,,
419,기아(주),승용(소형),EV6 항속형 4WD 개조차 20인치,CVPE-EV-G7A-EX4-20D,전기(EV),변경인증,RMY-KM-21-13,2024-11-21,,,,,,
