총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,접수대수,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
경북,청송군,전기승용,"*일반: 접수순
*우선: 접수순","41
 (0)
 (0)
 (0)
 (41)",41,0,0,0,41,"37
 (1)
 (3)
 (0)
 (33)",37,1,3,0,33,4,8,"37
 (1)
 (3)
 (0)
 (33)",37,"4
 (0)
 (0)
 (0)
 (8)",
경북,영양군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","30
 (3)
 (12)
 (0)
 (15)",30,3,12,0,15,"26
 (3)
 (0)
 (0)
 (23)",26,3,0,0,23,4,0,"26
 (3)
 (0)
 (0)
 (23)",26,"4
 (0)
 (12)
 (0)
 (0)",
경북,영덕군,전기승용,,"75
 (11)
 (30)
 (0)
 (34)",75,11,30,0,34,"34
 (3)
 (1)
 (0)
 (30)",34,3,1,0,30,41,4,"34
 (3)
 (1)
 (0)
 (30)",34,"41
 (8)
 (29)
 (0)
 (4)",
경북,청도군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","37
 (4)
 (15)
 (0)
 (18)",37,4,15,0,18,"35
 (1)
 (6)
 (0)
 (28)",35,1,6,0,28,2,0,"35
 (1)
 (6)
 (0)
 (28)",35,"2
 (3)
 (9)
 (0)
 (0)","보급수량 : 85(일반물량 42, 우선순위물량 9, 별도배정물량 34)
신청기간 : 2021. 2. 22.(09:00) ~ 사업비 소진시까지
선정기준 : 출고순"
경북,고령군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","22
 (0)
 (0)
 (0)
 (22)",22,0,0,0,22,"22
 (2)
 (3)
 (0)
 (17)",22,2,3,0,17,0,5,"22
 (2)
 (3)
 (0)
 (17)",22,"0
 (0)
 (0)
 (0)
 (5)",전기 승용차 보급물량이 소진되었습니다.
경북,성주군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","63
 (7)
 (25)
 (0)
 (31)",63,7,25,0,31,"58
 (0)
 (7)
 (0)
 (51)",58,0,7,0,51,5,0,"58
 (0)
 (7)
 (0)
 (51)",58,"5
 (7)
 (18)
 (0)
 (0)",
경북,칠곡군,전기승용,"*일반: 접수순
*우선: 접수순","70
 (2)
 (13)
 (0)
 (55)",70,2,13,0,55,"66
 (2)
 (12)
 (0)
 (52)",66,2,12,0,52,4,3,"66
 (2)
 (12)
 (0)
 (52)",66,"4
 (0)
 (1)
 (0)
 (3)",잔여 물량 없음
경북,예천군,전기승용,"*일반: 접수순
*우선: -","41
 (0)
 (0)
 (0)
 (41)",41,0,0,0,41,"39
 (0)
 (2)
 (0)
 (37)",39,0,2,0,37,2,4,"39
 (0)
 (2)
 (0)
 (37)",39,"2
 (0)
 (0)
 (0)
 (4)",
경북,봉화군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","55
 (49)
 (6)
 (0)
 (0)",55,49,6,0,0,"50
 (1)
 (7)
 (0)
 (42)",50,1,7,0,42,5,0,"49
 (1)
 (7)
 (0)
 (41)",49,"6
 (48)
 (0)
 (0)
 (0)","공고문을 읽어주십시오.
서류는 공란 없이 작성해 주십시오.
대상자 선정은 서류 접수 후로부터 평일 기준 5~6일 소요됩니다.
보조금 지급은 모든 원본 서류가 담당자에게 정확하게 접수된 날로부터 2~3주 소요됩니다."
경북,울진군,전기승용,"*일반: 접수순
*우선: 접수순","45
 (4)
 (16)
 (0)
 (25)",45,4,16,0,25,"39
 (1)
 (4)
 (0)
 (34)",39,1,4,0,34,6,0,"39
 (1)
 (4)
 (0)
 (34)",39,"6
 (3)
 (12)
 (0)
 (0)",
경북,울릉군,전기승용,"*일반: 접수순
*우선: 접수순","80
 (0)
 (0)
 (0)
 (80)",80,0,0,0,80,"69
 (0)
 (8)
 (0)
 (61)",69,0,8,0,61,11,19,"69
 (0)
 (8)
 (0)
 (61)",69,"11
 (0)
 (0)
 (0)
 (19)",2021. 11. 15. 접수 마감
경남,창원시,전기승용,"*일반: 접수순
*우선: 접수순","1100
 (55)
 (520)
 (0)
 (525)",1100,55,520,0,525,"1222
 (47)
 (579)
 (0)
 (596)",1222,47,579,0,596,0,0,"1222
 (47)
 (579)
 (0)
 (596)",1222,"0
 (8)
 (0)
 (0)
 (0)",○ 2021년 창원시 전기자동차 보급사업 마감
경남,진주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","900
 (0)
 (0)
 (0)
 (900)",900,0,0,0,900,"1031
 (46)
 (333)
 (0)
 (652)",1031,46,333,0,652,0,248,"1003
 (44)
 (333)
 (0)
 (626)",1003,"0
 (0)
 (0)
 (0)
 (274)",※ 2021년 전기자동차 보급사업 마감
경남,통영시,전기승용,"*일반: 접수순
*우선: 접수순","47
 (5)
 (20)
 (0)
 (22)",47,5,20,0,22,"47
 (0)
 (3)
 (0)
 (44)",47,0,3,0,44,0,0,"47
 (0)
 (3)
 (0)
 (44)",47,"0
 (5)
 (17)
 (0)
 (0)","○ 신청기간 : 2021. 2. 16.(화) 09:00 ~ 예산 소진시 까지
○ 총사업량 : 119대(전기승용 54, 전기화물 65)
   - 전기승용 :  9월24일자로 대상자선정완료 -&gt; 후보자 접수만 가능 / 우선순위 물량은 8월10일부터 일반물량과 통합, 법인기관 물량은 7월1일부터 일반물량과 통합됨.
   - 전기화물 : 중소기업 생산물량은 7월1일부터 일반물량과 통합됨.
○ 대상자선정 : 구매 지원신청서 접수 순"
경남,사천시,전기승용,"*일반: 전기자동차 출고예정서 제출순(단 예정서 제출후 10일이내 출고등록조건)
*우선: 전기자동차 출고예정서 제출순(단 예정서 제출후 10일이내 출고등록조건)","119
 (10)
 (20)
 (0)
 (89)",119,10,20,0,89,"135
 (7)
 (21)
 (0)
 (107)",135,7,21,0,107,0,0,"135
 (7)
 (21)
 (0)
 (107)",135,"0
 (3)
 (0)
 (0)
 (0)","119대(일반 89대, 법인/기관 20대, 우선순위 10대), 관용차량 1대 미포함"
경남,김해시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","216
 (18)
 (69)
 (0)
 (129)",216,18,69,0,129,"221
 (19)
 (18)
 (0)
 (184)",221,19,18,0,184,0,0,"221
 (19)
 (18)
 (0)
 (184)",221,"0
 (0)
 (51)
 (0)
 (0)",전기승용차 마감
경남,밀양시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","276
 (28)
 (112)
 (0)
 (136)",276,28,112,0,136,"232
 (5)
 (28)
 (0)
 (199)",232,5,28,0,199,44,0,"228
 (5)
 (28)
 (0)
 (195)",228,"48
 (23)
 (84)
 (0)
 (0)","12/22까지 보조금 지급신청 가능한 차량만 신청
(12/31까지 출고 된 차량에 대해서는 내년 예산으로 지원 예정)
물량 20대 미만일시 공지 예정"
경남,거제시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","142
 (15)
 (0)
 (0)
 (127)",142,15,0,0,127,"134
 (2)
 (13)
 (0)
 (119)",134,2,13,0,119,8,8,"132
 (2)
 (13)
 (0)
 (117)",132,"10
 (13)
 (0)
 (0)
 (10)",전기승용 접수마감
경남,양산시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","465
 (47)
 (186)
 (0)
 (232)",465,47,186,0,232,"445
 (6)
 (183)
 (0)
 (256)",445,6,183,0,256,20,0,"445
 (6)
 (183)
 (0)
 (256)",445,"20
 (41)
 (3)
 (0)
 (0)","양산시 전기승용차 예산소진(취소분 없음)
*올해추경 없음
*내년 사업&gt;&gt; 22년 2월 공고예정"
경남,의령군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","29
 (0)
 (0)
 (0)
 (29)",29,0,0,0,29,"30
 (0)
 (5)
 (0)
 (25)",30,0,5,0,25,0,4,"29
 (0)
 (5)
 (0)
 (24)",29,"0
 (0)
 (0)
 (0)
 (5)","□ 전기자동차 민간보급사업 개요
  ○ 신청기간: 2021. 2. 25. 9:00 ~ 예산소진 시까지
  ○ 보급대수: 전기자동차 72대(승용차32, 화물차40)
    - 승용차 최대1,400만원 지원, 화물차 최대 2,200만원 지원
     * 전기승용차 지원 금액 공고문 참고*
  ○ 사업내용: 붙임 공고문 참고
  ○ 신청방법: 신청인이 구입을 희망하는 판매 영업점을 방문하여 구매 지원 신청 
  ○ 대상자 선정: 출고·등록 순"
경남,함안군,전기승용,"*일반: 접수순
*우선: 접수순","54
 (1)
 (6)
 (0)
 (47)",54,1,6,0,47,"54
 (2)
 (12)
 (0)
 (40)",54,2,12,0,40,0,7,"54
 (2)
 (12)
 (0)
 (40)",54,"0
 (0)
 (0)
 (0)
 (7)","1. 보급대수 : 전기자동차(승용) 33대
   ※ 보조금 차등지원에 따라 보급대수는 변경될 수 있음
2. 접수기간 : 2021. 7. 1.(목) 09:00 ∼ 12. 15.(수)   ※ 예산 소진 시까지
3. 대상자 선정 : 구매지원신청서 접수순
4. 세부사항은 첨부파일 참조
5. 문의사항 : 함안군청 경제기업과(☎055-580-2534)"
경남,창녕군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","60
 (14)
 (0)
 (0)
 (46)",60,14,0,0,46,"56
 (1)
 (4)
 (0)
 (51)",56,1,4,0,51,4,0,"56
 (1)
 (4)
 (0)
 (51)",56,"4
 (13)
 (0)
 (0)
 (0)",
경남,고성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","27
 (4)
 (0)
 (0)
 (23)",27,4,0,0,23,"36
 (4)
 (3)
 (0)
 (29)",36,4,3,0,29,0,0,"36
 (4)
 (3)
 (0)
 (29)",36,"0
 (0)
 (0)
 (0)
 (0)",
경남,남해군,전기승용,"*일반: 접수순
*우선: 접수순","31
 (6)
 (0)
 (0)
 (25)",31,6,0,0,25,"32
 (2)
 (2)
 (0)
 (28)",32,2,2,0,28,0,0,"30
 (2)
 (2)
 (0)
 (26)",30,"1
 (4)
 (0)
 (0)
 (0)","- 1차 추경 안내 -
1. 신청대상 : 공고일 기준 3개월 이상 계속하여 남해군에 주소를 두고 있는 18세 이상 개인, 법인, 기업 
2. 신청기간 : 2021.07.27.(화) 09:00 ~ 2021.11.30.(화) 18:00
3. 보급대수 : 18대(일반 16대, 우선순위 2대)
4. 대상자선정방법 : 신청접수순
5. 신청절차 : 신청인은 가까운 자동차 대리점,영업소에 구매계약 후 저공해차 통합 누리집을 통해 신청"
경남,하동군,전기승용,"*일반: 접수순
*우선: 접수순","51
 (1)
 (5)
 (0)
 (45)",51,1,5,0,45,"49
 (1)
 (2)
 (0)
 (46)",49,1,2,0,46,2,0,"49
 (1)
 (2)
 (0)
 (46)",49,"2
 (0)
 (3)
 (0)
 (0)",
경남,산청군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","65
 (6)
 (0)
 (0)
 (59)",65,6,0,0,59,"83
 (2)
 (5)
 (0)
 (76)",83,2,5,0,76,0,0,"83
 (2)
 (5)
 (0)
 (76)",83,"0
 (4)
 (0)
 (0)
 (0)",
경남,함양군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","29
 (0)
 (0)
 (0)
 (29)",29,0,0,0,29,"28
 (0)
 (0)
 (0)
 (28)",28,0,0,0,28,1,1,"28
 (0)
 (0)
 (0)
 (28)",28,"1
 (0)
 (0)
 (0)
 (1)",
경남,거창군,전기승용,"*일반: 접수순
*우선: 접수순","46
 (6)
 (0)
 (0)
 (40)",46,6,0,0,40,"40
 (1)
 (0)
 (0)
 (39)",40,1,0,0,39,6,1,"40
 (1)
 (0)
 (0)
 (39)",40,"6
 (5)
 (0)
 (0)
 (1)","- 신청기간 : 2021. 3. 3(수) 09:00 ~ 예산 소진시 까지
- 보급물량 : 111대(승용 52대, 화물 59대)
  ·승용 : 52대(일반 25대, 우선순위 6대, 법인기관 21대)
  ·화물 : 59대(일반 47대, 우선순위 6대, 중소기업 생산제품 6대)
-자세한 사항은 공고문을 참고하여 주시기 바랍니다."
경남,합천군,전기승용,"*일반: 접수순
*우선: 접수순","79
 (4)
 (2)
 (0)
 (73)",79,4,2,0,73,"73
 (4)
 (5)
 (0)
 (64)",73,4,5,0,64,6,9,"73
 (4)
 (5)
 (0)
 (64)",73,"6
 (0)
 (0)
 (0)
 (9)",
제주,제주특별자치도,전기승용,"*일반: 접수순
*우선: 접수순","2850
 (205)
 (803)
 (0)
 (1842)",2850,205,803,0,1842,"3136
 (2)
 (865)
 (0)
 (2269)",3136,2,865,0,2269,0,0,"3118
 (2)
 (863)
 (0)
 (2253)",3118,"0
 (203)
 (0)
 (0)
 (0)",
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,`,,,,,,,,,,,,,,,,,
