총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,접수대수,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
충남,서산시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","540
 (34)
 (20)
 (10)
 (476)",540,34,20,10,476,"599
 (19)
 (38)
 (16)
 (526)",599,19,38,16,526,0,0,"599
 (19)
 (38)
 (16)
 (526)",599,"0
 (15)
 (0)
 (0)
 (0)","○ 접수기간 : 2022. 2. 22. 13:00 ~ 2022. 11. 30. 18:00
○ 보급대수
- 승용 340대(일반 276, 우선 34, 택시 10, 법인기관 20)
- 화물 140대(일반 84, 우선 14, 중소기업 14, 법인기관 28)
○ 선정방법 : 자동차 출고·등록 순
○ 신청자격 : 서산시민, 서산시 소재 법인기관 등
○ 신청기준 : 승용 개인 1대, 법인·기관 1대

* 환경부 업무처리 지침 변경 및 하반기 사업 실시에 따라 6. 30. 이전에 접수된 90일 초과된 건은 재접수 해주시기 바랍니다.
* 원활한 업무 처리를 위해 자동차 대리점 및 지점 직원의 단순 문의사항(보조금 금액, 처리절차 등) 해당 제조수입사의 원무과에 문의해주시기 바라며, 차량이 확보되어 자격부여 요청은 원무과를 통해 연락주시기 바랍니다.

※ 9월 5일 전기승용 200대 추가 보급 실시, 공고문 확인 바람"
충남,논산시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","159
 (15)
 (28)
 (7)
 (109)",159,15,28,7,109,"151
 (4)
 (8)
 (6)
 (133)",151,4,8,6,133,8,0,"151
 (4)
 (8)
 (6)
 (133)",151,"8
 (11)
 (20)
 (1)
 (0)","하반기 승용차 보급사업 안내
1. 사 업 명 : 2022년 전기승용차 보급사업 재공고
2. 신청기간 : 2022. 7. 27.(수) ~ 11. 30.(수)
3. 신청방법 : 구입을 희망하는 전기승용차 제조/판매사에 방문하여 구매계약서 및 구매신청서 작성 및 접수
4. 사 업 량 : 27대 (일반/법인기관/택시 21대, 우선순위 6대)
5. 지원금액 : 최대 1,400만원(차량별 보조금 상이)
6. 지원대상 : 신청일 기준 1개월 이전부터 연속하여 논산에 주소를 둔 만18세 이상 논산시민, 법인, 단체 등
7. 대상자 선정 방법 : 출고/등록순(지원가능 확인요청 순(차량출고가능 전산 필수))
자세한 사항은 논산시청 홈페이지 공고문(첨부파일), 영업점(대리점,지점) 또는 무공해차 구매보조금 지원시스템(http://www.ev.or.kr/ps)을 참고해주세요."
충남,계룡시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","170
 (0)
 (1)
 (0)
 (169)",170,0,1,0,169,"155
 (4)
 (4)
 (4)
 (143)",155,4,4,4,143,15,26,"155
 (4)
 (4)
 (4)
 (143)",155,"15
 (0)
 (0)
 (0)
 (26)","○ 보급대수 : 전기승용차 약 70대(일반 35, 우선 7, 법인,기관 21, 택시 7)
           ※ 우선순위 10.1.부터 / 법인,기관 및 택시 7.1.부터 일반물량과 통합하여 진행
           ※ 최종 보급대수는 보급 추이에 따라 변동 가능
○ 지원자격 : 접수일 기준 3개월전부터 계룡시에 연속하여 주소를 둔 만18세 이상의 계룡시민
          ※ 법인·기관의 경우 접수일 기준 3개월전부터 계룡시에 소재
○ 지원대수 : 개인별 1대(세대 내 중복 지원 가능)
○ 지원제한 : 최근 2년 내 정부 및 지자체 보조금을 수령하여 전기승용차를 구매한 이력이 있는 자
○ 지원금액 : 1대당 최대 1,400만원(단, 법인·기관이 구매하는 경우 지방비 보조금을 일반개인에 지급하는 보조금의 50%만 지급)"
충남,당진시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","527
 (53)
 (158)
 (53)
 (263)",527,53,158,53,263,"715
 (36)
 (163)
 (25)
 (491)",715,36,163,25,491,0,0,"644
 (35)
 (159)
 (22)
 (428)",644,"0
 (18)
 (0)
 (31)
 (0)","★★★★★★★★★★★★★★★★★★★★★★★★

당진시 전기 승용 마감되었습니다.

★★★★★★★★★★★★★★★★★★★★★★★★"
충남,금산군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","125
 (13)
 (49)
 (13)
 (50)",125,13,49,13,50,"101
 (4)
 (8)
 (7)
 (82)",101,4,8,7,82,24,0,"96
 (4)
 (8)
 (7)
 (77)",96,"29
 (9)
 (41)
 (6)
 (0)","1차 공고 마감

2차 공고
승용 총 104대(일반 31대, 우선순위 12대, 법인 기관 49대, 택시 12대)
화물 일반(개인, 개인사업자, 법인, 우선순위) 마감(중소기업 물량 잔여O)

*(필수) 2022. 06. 30. 신청분 부터 의무운행기간 조정(22년 6월 지침 변경)
 - 일     반 : 의무운행기간 2년(기존 요율 적용)
 - (신설)수출 목적 등록 말소 : 5년(별도 요율 적용)"
충남,부여군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","125
 (13)
 (27)
 (9)
 (76)",125,13,27,9,76,"132
 (3)
 (13)
 (7)
 (109)",132,3,13,7,109,0,0,"108
 (3)
 (11)
 (2)
 (92)",108,"17
 (10)
 (16)
 (7)
 (0)",
충남,서천군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","89
 (9)
 (0)
 (0)
 (80)",89,9,0,0,80,"97
 (6)
 (6)
 (7)
 (78)",97,6,6,7,78,0,2,"88
 (5)
 (5)
 (7)
 (71)",88,"1
 (4)
 (0)
 (0)
 (9)",★신청마감★
충남,청양군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","109
 (9)
 (24)
 (6)
 (70)",109,9,24,6,70,"83
 (8)
 (7)
 (5)
 (63)",83,8,7,5,63,26,7,"83
 (8)
 (7)
 (5)
 (63)",83,"26
 (1)
 (17)
 (1)
 (7)",
충남,홍성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","175
 (18)
 (0)
 (0)
 (157)",175,18,0,0,157,"193
 (9)
 (12)
 (4)
 (168)",193,9,12,4,168,0,0,"164
 (8)
 (11)
 (4)
 (141)",164,"11
 (10)
 (0)
 (0)
 (16)","대상자 선정 후 출고 완료된 건만 원본 서류 송부바랍니다.
2022. 09. 26. 일반물량 대상자 선정 완료, 우선순위 물량 10. 1. 일반물량으로 통합진행 합니다."
충남,예산군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","166
 (13)
 (4)
 (0)
 (149)",166,13,4,0,149,"178
 (9)
 (11)
 (5)
 (153)",178,9,11,5,153,0,0,"178
 (9)
 (11)
 (5)
 (153)",178,"0
 (4)
 (0)
 (0)
 (0)",마감
충남,태안군,전기승용,"*일반: 출고등록순
*우선: 접수순","50
 (4)
 (12)
 (4)
 (30)",50,4,12,4,30,"57
 (5)
 (2)
 (2)
 (48)",57,5,2,2,48,0,0,"50
 (5)
 (2)
 (1)
 (42)",50,"0
 (0)
 (10)
 (3)
 (0)",
전북,전주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","1000
 (100)
 (320)
 (200)
 (380)",1000,100,320,200,380,"1873
 (181)
 (413)
 (404)
 (875)",1873,181,413,404,875,0,0,"1028
 (106)
 (354)
 (196)
 (372)",1028,"0
 (0)
 (0)
 (4)
 (8)","1. 신청기간(하반기): 22. 8. 8 (09:00) ~ 8. 12 (19:00)  ※접수기간 끝난 후 진행상황에 따라 2차 접수기간 열릴 수 있음
2. &quot;지원가능확인&quot; 요청 가능 일자: 22. 8. 16. (09:00) ~ 
3. 하반기 보급대수 : 승용 600대 (일반 205, 택시 150, 우선순위 60, 법인기관 180, 미세먼지 안심관리구역 5)
                                화물 300대 (일반 180, 우선순위 30, 법인기관 60, 중소기업생산제품 30)

※ 하반기 공고대수는 총괄현황의 대수 대신 위의 보급대수로 봐주시길 바랍니다."
전북,군산시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","550
 (55)
 (165)
 (55)
 (275)",550,55,165,55,275,"841
 (59)
 (106)
 (191)
 (485)",841,59,106,191,485,0,0,"612
 (50)
 (89)
 (136)
 (337)",612,"0
 (5)
 (76)
 (0)
 (0)",★★★ 전기승용차 지원대상자 선정완료(보조금 지급 완료)
전북,익산시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","415
 (35)
 (15)
 (100)
 (265)",415,35,15,100,265,"630
 (35)
 (31)
 (177)
 (387)",630,35,31,177,387,0,0,"457
 (27)
 (14)
 (133)
 (283)",457,"0
 (8)
 (1)
 (0)
 (0)","※2022년 하반기 익산시 전기자동차(승용·화물) 민간보급사업 공고※
- 신청기간: 2022. 8. 11.(목) 09:00 ~ 예산소진시까지
- 보급대수: 200대
- 보급대상: 기업,법인,사업자,단체 등(1세대 당 1대)
- 선정방법: 출고등록순
- 신청방법: 환경부 전기자동차 포털(www.ev.or.kr)에 접수

☆ 유의사항 ☆
- 전라북도 및 익산시 보조금을 지급받은 전기자동차 구매자는 2년간의 의무운행기간을 전라북도 내에서 준수하여야 함
- 전라북도 내에서 의무운행기간 미준수(타시도 판매) 시에는 환수율에 따라 지방비(도·시비) 보조금을 환수함

구매 보조금 지급신청서,  보조금 교부 신청서 원본은 제작·판매사에서 일괄하여 익산시로 제출
(주소 : 전라북도 익산시 무왕로 1397 동문, 환경정책과)"
전북,정읍시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","189
 (20)
 (30)
 (36)
 (103)",189,20,30,36,103,"198
 (21)
 (6)
 (36)
 (135)",198,21,6,36,135,0,0,"198
 (21)
 (6)
 (36)
 (135)",198,"0
 (0)
 (24)
 (0)
 (0)","승용 일반(법인 포함) 선정 완료
=============================================
&lt;2022년 하반기 전기자동차 보급사업&gt;
○ 신청기간 : 2022.7.11.(월) 09:00 ~ 12.09.(금), 예산소진시까지
○ 보급대수 : 219대(전기 승용차 117대, 전기화물차 102대)
○ 선정방법 : 차량 출고등록순
○지원대수 : 1대(개인, 기업, 법인, 사업자, 단체 등)

** 전라북도 및 정읍시 보조금을 지급받은 전기자동차 구매자는 의무운행기간을 전라북도 내에서 준수하여야 함
    ( 전라북도 내에서 의무운행기간 미준수(타시도 판매) 시에는 환수율에 따라 지방비(도·시비) 보조금을 환수함)
** 신청서 처리기한 7일이내 (당일불가)
** 지급신청한후 지원신청서류 및 지급신청서류 원본제출바람
     (우편주소 : 전라북도 정읍시 충정로 234, 정읍시청 환경과 전기차 담당자앞)
★ 시스템의 출고잔여 대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인바랍니다 ★"
전북,남원시,전기승용,"*일반: 출고등록순(보조금 지원가능 확인요청 제출순)
*우선: 출고등록순(보조금 지원가능 확인요청 제출순)","157
 (16)
 (30)
 (10)
 (101)",157,16,30,10,101,"166
 (14)
 (12)
 (13)
 (127)",166,14,12,13,127,0,0,"131
 (12)
 (11)
 (11)
 (97)",131,"26
 (4)
 (19)
 (0)
 (4)",사업 추진 중
전북,김제시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","128
 (13)
 (18)
 (6)
 (91)",128,13,18,6,91,"199
 (11)
 (23)
 (17)
 (148)",199,11,23,17,148,0,0,"128
 (8)
 (22)
 (9)
 (89)",128,"0
 (5)
 (0)
 (0)
 (2)","○ 전기자동차 신청기간 : 2022.9.16.(금)~예산소진 시까지
○ 사업물량 : 승용30대
○ 보급차종 : 무공해차 통합누리집 참조
○ 대상자선정 : 출고·등록순(지원가능확인요청순)
※ 기타 자세한 사항은 공고문 참조"
전북,완주군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","70
 (7)
 (17)
 (7)
 (39)",70,7,17,7,39,"163
 (12)
 (19)
 (11)
 (121)",163,12,19,11,121,0,0,"70
 (7)
 (12)
 (9)
 (42)",70,"0
 (0)
 (5)
 (0)
 (0)",
전북,진안군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","57
 (5)
 (12)
 (4)
 (36)",57,5,12,4,36,"66
 (5)
 (2)
 (1)
 (58)",66,5,2,1,58,0,0,"38
 (4)
 (2)
 (0)
 (32)",38,"19
 (1)
 (10)
 (4)
 (4)",
전북,무주군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","86
 (10)
 (17)
 (5)
 (54)",86,10,17,5,54,"70
 (3)
 (2)
 (4)
 (61)",70,3,2,4,61,16,0,"63
 (2)
 (2)
 (4)
 (55)",63,"23
 (8)
 (15)
 (1)
 (0)",
전북,장수군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","40
 (3)
 (9)
 (3)
 (25)",40,3,9,3,25,"71
 (5)
 (1)
 (1)
 (64)",71,5,1,1,64,0,0,"49
 (4)
 (1)
 (1)
 (43)",49,"0
 (0)
 (8)
 (2)
 (0)","0신청기간 : 2022. 7. 13(수) ~ 12. 09(금)
0보급대수 : 승용전기자동차 10대(일반 10대)"
전북,임실군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","43
 (4)
 (10)
 (3)
 (26)",43,4,10,3,26,"34
 (2)
 (5)
 (1)
 (26)",34,2,5,1,26,9,0,"34
 (2)
 (5)
 (1)
 (26)",34,"9
 (2)
 (5)
 (2)
 (0)",
전북,순창군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","8
 (0)
 (0)
 (0)
 (8)",8,0,0,0,8,"32
 (3)
 (3)
 (2)
 (24)",32,3,3,2,24,0,0,"26
 (3)
 (3)
 (1)
 (19)",26,"0
 (0)
 (0)
 (0)
 (0)",
전북,고창군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","50
 (5)
 (0)
 (5)
 (40)",50,5,0,5,40,"69
 (5)
 (5)
 (3)
 (56)",69,5,5,3,56,0,0,"53
 (5)
 (4)
 (2)
 (42)",53,"0
 (0)
 (0)
 (3)
 (0)","2022년 하반기 고창군 신청기간 : 8. 8.(월) ~ 예산소진시
2022년 8월 29일 월요일 15:30현재
남은물량 : 0대"
전북,부안군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","45
 (3)
 (6)
 (3)
 (33)",45,3,6,3,33,"66
 (6)
 (2)
 (4)
 (54)",66,6,2,4,54,0,0,"58
 (5)
 (2)
 (4)
 (47)",58,"0
 (0)
 (4)
 (0)
 (0)","전기승용차
전체 15대
일반 14대
우선순위 1대
신청서류 
○ (개인) 전기차 구매 지원신청서, 차량구매계약서, 주민등록초본*
 ○ (법인, 단체, 공공기관)
   - 사업자등록증 또는 등기부등본, 전기차 구매 지원 신청서, 차량구매계약서
 ○ 추가서류 (우선지원 신청자에 한함)
  ① 다자녀가구 : 가족관계증명서
  ② 취약계층 : 장애인등록증, 기초생활수급자 증명서, 차상위 증명서
     국가유공자확인원
  ③ 소상공인 : 소상공인 확인서(중소기업현황정보시스템 발급)
  ④생애 최초 차량 : 지방세 세목별 과세증명서 중 자동차세 미과세 증명서      
       (이전 주소지 포함)
  ⑤전기택시 : 택시 사업자 면허증 사본
      ※ 개인택시 등 개인영업용 차량의 경우 사용본거지를 기준으로 함
  ⑥ 노후경유차 폐차 : 보조금 청구 시 경유차 말소등록증 사본
  ⑦ K-EV100 참여업체 확인 서류
  * 주민등록초본은 신청서 접수일 기준 1개월 이내 발급된 상세내역이 포함된 서류
선정방법: 차량 차량 출고·등록 순"
전남,목포시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","320
 (33)
 (96)
 (40)
 (151)",320,33,96,40,151,"383
 (15)
 (57)
 (61)
 (250)",383,15,57,61,250,0,0,"313
 (12)
 (52)
 (40)
 (209)",313,"7
 (21)
 (44)
 (0)
 (0)",사업종료되었습니다.
전남,여수시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","615
 (35)
 (105)
 (45)
 (430)",615,35,105,45,430,"630
 (24)
 (70)
 (45)
 (491)",630,24,70,45,491,0,0,"592
 (24)
 (70)
 (45)
 (453)",592,"23
 (11)
 (35)
 (0)
 (0)","1. 신청기간 : 2022. 2. 16.(수) ~ 예산 소진 시까지 
2. 보급대수 : 승용 250대, 화물 200대 
 ※ 사업물량은 보급여건 및 예산 범위 내에서 변동될 수 있음.
3. 선정방법 : 구매보조금 지원시스템(ev.or.kr)에서 출고,등록순 
- 차종별 지방비는 구매보조금 지원시스템에서 확인 필요. 
- 구매보조금 지원시스템 정상운영시부터 접수 
4. 기타 자세한 사항은 여수시 공고 제2022-500호 참조"
전남,순천시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","655
 (85)
 (197)
 (65)
 (308)",655,85,197,65,308,"635
 (52)
 (89)
 (53)
 (441)",635,52,89,53,441,20,0,"635
 (52)
 (89)
 (53)
 (441)",635,"20
 (33)
 (108)
 (12)
 (0)","2022. 10. 5. 기준 2022년도 1차 및 2차(하반기)
전기승용 예산이 소진되어 마감되었습니다."
전남,나주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","180
 (18)
 (22)
 (7)
 (133)",180,18,22,7,133,"237
 (22)
 (28)
 (11)
 (176)",237,22,28,11,176,0,0,"209
 (20)
 (26)
 (11)
 (152)",209,"0
 (0)
 (0)
 (0)
 (0)","※ 전기자동차 2차 보급 일정 안내
 - 9. 5. 공고
 - 9. 14. 부터 구매지원신청서 신청 가능
 - 9. 15. 부터 보조금 지원가능 확인요청 신청 가능
------------------------------------------------------------- 일반 대상자 선정 마감 되었습니다. 우선순위 물량도 마감되었습니다."
전남,광양시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","906
 (0)
 (0)
 (0)
 (906)",906,0,0,0,906,"843
 (11)
 (54)
 (11)
 (767)",843,11,54,11,767,63,139,"835
 (11)
 (54)
 (11)
 (759)",835,"71
 (0)
 (0)
 (0)
 (147)","&lt;2022년 전기자동차 보급사업&gt;

1. 신청기간 : 2022. 2.23 .(수) ∼ 예산 소진시까지
 ★단, 2022.12.30일 18:00시 대상자 선정 가능분까지(2023.1.9일 차량출고분)
 ★시스템 마감일에 따라 변동될 수 있음
2. 보급물량 : 승용906대(금회 추가물량 243대)
3. 지원대수 : 개인(사업자) 1대, 법인·기관·단체 최대 3대
4. 지원금액 승용전기차 : (승용) 최대 1,550만원/대      (초소형) 885만원/대
5. 선정기준 : 차량 출고,등록순(보조금 지원가능 확인요청일 순)

-지원대상자 신청 자격 부여 시 검토 과정을 위해 최소 2일 전에 신청 요망
★전화문의가 많아 업무처리가 지연될 수 있습니다. 서류심사 및 자격부여까지 3~4일 소요되므로 빠른처리를 위해 가능한 확인전화, 전화문의 자제 부탁드립니다.

-보조금 지원가능 확인요청시 출고일이 명시된 자료 (전산자료 및 출력물 등) 반드시 첨부, 누락시 보조금 지원대상자 선정 불가 및 접수 취소 후 재접수 및 보조금 지원대상자 선정 이후에는 구매신청내용 변경 불가

-(참고사항) 잔여대수는 무공해차 구매보조금 지원시스템&gt;현황조회&gt;총괄현황(광양시)에서 확인 가능함. ( 현재 잔여대수 = 공고대수 - 접수대수 )

----------------------------------------------------------------------------------------------------------------------------------------------------------
★★ 전기 승용 마감 ★★
★시스템 마감 후 신청서 등 첨부파일 원본 메일 발송 요청(firsteng@korea.kr)"
전남,담양군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","140
 (5)
 (5)
 (1)
 (129)",140,5,5,1,129,"140
 (5)
 (10)
 (1)
 (124)",140,5,10,1,124,0,5,"140
 (5)
 (10)
 (1)
 (124)",140,"0
 (0)
 (0)
 (0)
 (5)","우선순위 물량 미소진시 일반물량으로 전환접수 예정
※ 우선순위 : 2022.9.30일까지(우선순위 대상자 신청이 없을 경우 일반 신청인에게 보급)"
전남,곡성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","60
 (3)
 (2)
 (0)
 (55)",60,3,2,0,55,"74
 (3)
 (5)
 (0)
 (66)",74,3,5,0,66,0,0,"68
 (3)
 (5)
 (0)
 (60)",68,"0
 (0)
 (0)
 (0)
 (0)","총 승용차 67대 화물차 39대 

1차 승용차 30대 화물차 30대

2차 승용차 40대 화물차 10대"
전남,구례군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","49
 (5)
 (8)
 (3)
 (33)",49,5,8,3,33,"62
 (4)
 (2)
 (2)
 (54)",62,4,2,2,54,0,0,"54
 (3)
 (2)
 (2)
 (47)",54,"0
 (2)
 (6)
 (1)
 (0)",
전남,고흥군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","65
 (11)
 (35)
 (0)
 (19)",65,11,35,0,19,"94
 (1)
 (6)
 (0)
 (87)",94,1,6,0,87,0,0,"94
 (1)
 (6)
 (0)
 (87)",94,"0
 (10)
 (29)
 (0)
 (0)",
전남,보성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","56
 (6)
 (5)
 (4)
 (41)",56,6,5,4,41,"74
 (7)
 (4)
 (1)
 (62)",74,7,4,1,62,0,0,"72
 (6)
 (4)
 (1)
 (61)",72,"0
 (0)
 (1)
 (3)
 (0)","1. 신청기간 : 2022. 7. 13.(수) ~ 예산 소진 시 까지
2. 보급대수 : 56대 (일반 40대, 우선순위 6대, 법인,기관 5대, 택시 5대)
   ※ 우선순위 물량에 잔여분이 있을 경우 10월부터 일반 물량과 통합하여 보급
3. 지원금액
   - (승용) 대당 최대 1,550만원 / (초소형) 대당 885만원
    ※ 추가보조금 대상 : 전기 택시 구매자, 차상위 이하 계층
  4. 선정기준 : 차량 출고,등록순(보조금 지원가능 확인 요청일 순)"
전남,화순군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","50
 (5)
 (15)
 (5)
 (25)",50,5,15,5,25,"60
 (5)
 (3)
 (2)
 (50)",60,5,3,2,50,0,0,"60
 (5)
 (3)
 (2)
 (50)",60,"0
 (0)
 (12)
 (3)
 (0)",2022년 전기자동차(승용) 보급사업 신청 마감되었음을 알려드립니다.
전남,장흥군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","84
 (14)
 (20)
 (7)
 (43)",84,14,20,7,43,"96
 (0)
 (14)
 (6)
 (76)",96,0,14,6,76,0,0,"92
 (0)
 (14)
 (6)
 (72)",92,"0
 (14)
 (6)
 (1)
 (0)",
전남,강진군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","75
 (5)
 (15)
 (5)
 (50)",75,5,15,5,50,"94
 (3)
 (7)
 (2)
 (82)",94,3,7,2,82,0,0,"93
 (3)
 (7)
 (2)
 (81)",93,"0
 (2)
 (8)
 (3)
 (0)",
전남,해남군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","100
 (8)
 (6)
 (5)
 (81)",100,8,6,5,81,"106
 (9)
 (8)
 (7)
 (82)",106,9,8,7,82,0,0,"92
 (8)
 (8)
 (6)
 (70)",92,"8
 (0)
 (0)
 (0)
 (11)",
전남,영암군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","111
 (11)
 (33)
 (11)
 (56)",111,11,33,11,56,"108
 (4)
 (24)
 (0)
 (80)",108,4,24,0,80,3,0,"104
 (4)
 (24)
 (0)
 (76)",104,"7
 (7)
 (9)
 (11)
 (0)",전기승용차 및 전기화물차 접수 마감.
전남,무안군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","178
 (18)
 (54)
 (18)
 (88)",178,18,54,18,88,"227
 (20)
 (9)
 (25)
 (173)",227,20,9,25,173,0,0,"178
 (13)
 (8)
 (19)
 (138)",178,"0
 (5)
 (46)
 (0)
 (0)","&lt;2022년 전기자동차 민간보급사업(하반기)&gt;
 ○ 지원대상 : 신청접수일로부터 90일 이전 무안군에 연속적으로 주소를 둔 만18세 이상 군민 또는 무안군 내 사업장이 위치한 법인 및 기업 
 ○ 사업량 : 총 145대
   - 전기자동차 : 109대(일반 44, 법인기관 52, 우선 6, 택시 7)
   - 전기화물차 :  36대(일반 17, 법인기관 10, 우선 4, 중소기업 생산물량 5)
○ 접수기간 : 2022.8.9.(월) ~ 예산 소진시까지
○ 선정기준 : 차량 출고 등록 순(보조금 지원가능확인 요청 순)
    - 지원 접수순서와 상관없이 보조금 지원가능 확인 요청 순으로 대상자 선정
    - 확인요청일 같은 경우 접수순으로 선정
○ 의무운행기간 내 타 지자체로 전출, 타 지자체 거주자에게 판매 시 운행 기간별 보조금 환수율에 따라 보조금을 반납하여야 함행할 예정"
전남,함평군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","111
 (0)
 (0)
 (0)
 (111)",111,0,0,0,111,"90
 (3)
 (25)
 (2)
 (60)",90,3,25,2,60,21,51,"84
 (3)
 (24)
 (2)
 (55)",84,"27
 (0)
 (0)
 (0)
 (56)",
전남,영광군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","140
 (19)
 (48)
 (8)
 (65)",140,19,48,8,65,"149
 (16)
 (13)
 (1)
 (119)",149,16,13,1,119,0,0,"142
 (16)
 (13)
 (1)
 (112)",142,"0
 (3)
 (35)
 (7)
 (0)",
전남,장성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","67
 (7)
 (21)
 (7)
 (32)",67,7,21,7,32,"84
 (8)
 (20)
 (0)
 (56)",84,8,20,0,56,0,0,"77
 (8)
 (20)
 (0)
 (49)",77,"0
 (0)
 (1)
 (7)
 (0)","- 보급대수 : 4대(우선순위 2, 일반 2) 
                  ※ 우선순위 배정물량은 2022.12.28.부터 미소진 물량 일반에 통합
- 지원대수 : 개인(세대)·법인·기관 당 1대
- 신청대상 : 구매 지원신청서 접수일 기준으로 장성군에 3개월 이상 거주(주소를 둔) 만18세 이상 군민
- 접수기간 : 2022.12.26.09:00 ~ 12.29.
                  ※ 2022.12.29까지 지원가능확인 제출분에 한함
- 선정방법 : 출고·등록순

 ※ 자세한 사항은 장성군 공고 제2022-1152호를 참고하시기 바랍니다."
전남,완도군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","57
 (2)
 (6)
 (2)
 (47)",57,2,6,2,47,"41
 (1)
 (1)
 (1)
 (38)",41,1,1,1,38,16,9,"39
 (1)
 (1)
 (1)
 (36)",39,"18
 (1)
 (5)
 (1)
 (11)",
전남,진도군,전기승용,"*일반: 보조금 지원확인요청서 순
*우선: 보조금 지원확인요청서 순","58
 (6)
 (0)
 (0)
 (52)",58,6,0,0,52,"75
 (1)
 (4)
 (0)
 (70)",75,1,4,0,70,0,0,"70
 (1)
 (4)
 (0)
 (65)",70,"0
 (5)
 (0)
 (0)
 (0)","가. 사 업 량: 승용 13대
    ※ 상기 배정된 물량은 2022년 전기자동차 보조금 업무처리 지침에 따라 변경 될 수 있음
   나. 접수기간: 2022. 11. 10.(목) 14:00 ~ 사업비 소진 시까지
   다. 추진방법: 차량 출고·등록 순(보조금 지원가능확인요청서 등록 순)
    ※ 사업 신청서 접수 순서와 관계없음
   라. 신청자격 등: 공고문 참조"
전남,신안군,전기승용,"*일반: 갯벌세계유산 보존 등을 위해 도서지역 우선 배정
*우선: -","62
 (6)
 (18)
 (2)
 (36)",62,6,18,2,36,"66
 (2)
 (8)
 (1)
 (55)",66,2,8,1,55,0,0,"65
 (2)
 (8)
 (1)
 (54)",65,"0
 (4)
 (10)
 (1)
 (0)",
경북,포항시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","0
 (0)
 (0)
 (0)
 (0)",0,0,0,0,0,"770
 (28)
 (52)
 (198)
 (492)",770,28,52,198,492,0,0,"770
 (28)
 (52)
 (198)
 (492)",770,"0
 (0)
 (0)
 (0)
 (0)",-전체물량마감 -
경북,경주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","400
 (40)
 (118)
 (40)
 (202)",400,40,118,40,202,"560
 (30)
 (40)
 (98)
 (392)",560,30,40,98,392,0,0,"540
 (28)
 (39)
 (98)
 (375)",540,"0
 (12)
 (79)
 (0)
 (0)","전기승용, 전기화물 마감"
경북,김천시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","343
 (35)
 (103)
 (35)
 (170)",343,35,103,35,170,"259
 (10)
 (32)
 (22)
 (195)",259,10,32,22,195,84,0,"259
 (10)
 (32)
 (22)
 (195)",259,"84
 (25)
 (71)
 (13)
 (0)","○접수기간 
   -상반기 : 2022.02.21. ~ 06.30. *예산 소진 시 조기마감
   -하반기 : 2022.07.01. ~ 예산 소진 시
○보급대수 : 승용 280대
○선정방법 : 차량 출고·등록순"
