총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,접수대수,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
충남,계룡시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","72
 (4)
 (0)
 (4)
 (64)",72,4,0,4,64,"82
 (9)
 (1)
 (2)
 (70)",82,9,1,2,70,0,0,"82
 (9)
 (1)
 (2)
 (70)",82,"0
 (0)
 (0)
 (2)
 (0)","2023년도 계룡시 전기자동차 민간보급사업을 아래와 같이 공고(변경)합니다.

 1. 사 업 명 : 2023년도 계룡시 전기자동차 민간보급사업
 2. 보급대수 : 전기승용 약72대, 전기화물 약48대(일반물량, 우선순위 등 전체 물량)
   - 1,2차 공고 전체물량(공고물량은 변동 없음)
 3. 적용기간 : 2023. 8. 10.(목)~ 12. 8. (금) ※ 예산소진 시 조기종료
   - 환경부 지침 변경일(2023.08.10.기준) 이후 지원물량에 대해 적용됨.
 4. 선정방법 : 출고등록순
 5. 변경사항 : 지방비 보조금을 차종별 국비 보조금 산정 수준에 비례하여 차등적으로 재산정[공고문 참조]
   - 현 화물 차량 보조금 일부 변경됨."
충남,당진시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","681
 (68)
 (0)
 (68)
 (545)",681,68,0,68,545,"529
 (17)
 (23)
 (32)
 (457)",529,17,23,32,457,152,88,"526
 (17)
 (23)
 (32)
 (454)",526,"155
 (51)
 (0)
 (36)
 (91)",※ 2023년 전기승용차 민간보급 사업 마감되었습니다.
충남,금산군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","140
 (22)
 (1)
 (10)
 (107)",140,22,1,10,107,"108
 (5)
 (6)
 (9)
 (88)",108,5,6,9,88,32,19,"108
 (5)
 (6)
 (9)
 (88)",108,"32
 (17)
 (0)
 (1)
 (19)","1. 사업내용 : 전기자동차(화물,승용) 보급사업
 2. 보급대상 : 구매 지원신청 접수일 기준 2개월 이상 계속하여 금산군에 주소를 둔 개인 및 개인사업자, 사업장이 금산군 내 위치한 법인 및 기업
 3. 공고기간 : 2023. 7. 25.(화) ~ 2023. 12. 08. 
 4. 신청기간 : 2023. 7. 28.(금) 09:30 ~ 2023. 12. 08.(금) 18:00 
              ※보급대수 소진시 조기 마감
 5. 보급대수 : 총118대(전기승용 71대, 전기화물 47대)
 6. 지원금액 : 차량 가액에 따라 달라짐(공고문 참조)
 7. 신청절차 : 신청인은 가까운 자동차 대리점, 영업소에 구매계약 후 
               저공해차 통합누리집 내 저공해차 구매 보조금 지원 시스템에 제출
  ※ 기타 자세한 사항은 붙임 공고문 참조(세부신청절차가 안내되어 있으니 반드시
     확인요망)"
충남,부여군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","91
 (6)
 (2)
 (9)
 (74)",91,6,2,9,74,"94
 (6)
 (2)
 (9)
 (77)",94,6,2,9,77,0,0,"92
 (6)
 (2)
 (9)
 (75)",92,"0
 (0)
 (0)
 (0)
 (0)",
충남,서천군,전기승용,"*일반: 접수순(초과시 출고등록순)
*우선: 접수순(초과시 출고등록순)","90
 (9)
 (9)
 (9)
 (63)",90,9,9,9,63,"69
 (2)
 (4)
 (4)
 (59)",69,2,4,4,59,21,4,"69
 (2)
 (4)
 (4)
 (59)",69,"21
 (7)
 (5)
 (5)
 (4)",
충남,청양군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","105
 (16)
 (0)
 (8)
 (81)",105,16,0,8,81,"39
 (0)
 (3)
 (0)
 (36)",39,0,3,0,36,66,45,"39
 (0)
 (3)
 (0)
 (36)",39,"66
 (16)
 (0)
 (8)
 (45)",
충남,홍성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","200
 (20)
 (0)
 (20)
 (160)",200,20,0,20,160,"173
 (2)
 (9)
 (6)
 (156)",173,2,9,6,156,27,4,"159
 (2)
 (9)
 (6)
 (142)",159,"41
 (18)
 (0)
 (14)
 (18)","<전기자동차(승용) 민간보급사업 공고3차>

○ 신청기간 : 2023. 10. 12.(목) 09:00 ~ 12. 01.(금) (예산소진 시 종료)
○ 사업물량 : 9대 (예산에 따른 물량변동가능) 
○ 신청방법 : 무공해차 구매보조금 지원시스템을 통해 신청
○ 신청대상 
  - (개인) 신청일 기준 3개월 이전부터 연속하여 홍성군에 주소를 둔 만 18세 이상 군민 (자동차운전면허시험 자격 최소연령)
  - (법인) 홍성군에 사업장 소재지가 있는 법인 및 기업
  - (기관) 홍성군에 위치한 공공기관 (중앙행정기관 제외)
 ○ 보조금액 : 구매보조금 지원시스템 참고
 ○ 신청자격(조건) : 개인의 경우 세대별 승용, 화물 각각 1대 / 법인의 경우 사업장별 승용, 화물 각각 1대 지자체에 지원신청 가능
  ※ 전기승용은 꼭 신청서, 계약서 등 관련 서류를 수정(차량가액 할인, 보조금 증액)하여 제출해주시기 바랍니다.
  ※ 상세내용은 공고문 참고바랍니다."
충남,예산군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","165
 (0)
 (0)
 (0)
 (165)",165,0,0,0,165,"141
 (1)
 (11)
 (4)
 (125)",141,1,11,4,125,24,40,"141
 (1)
 (11)
 (4)
 (125)",141,"24
 (0)
 (0)
 (0)
 (40)",※ 2023년 전기승용마감
충남,태안군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","89
 (4)
 (0)
 (4)
 (81)",89,4,0,4,81,"82
 (4)
 (4)
 (3)
 (71)",82,4,4,3,71,7,10,"77
 (4)
 (4)
 (3)
 (66)",77,"12
 (0)
 (0)
 (1)
 (15)",
전북,전주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","1245
 (0)
 (0)
 (0)
 (1245)",1245,0,0,0,1245,"1903
 (63)
 (52)
 (383)
 (1405)",1903,63,52,383,1405,0,0,"1865
 (63)
 (52)
 (383)
 (1367)",1865,"0
 (0)
 (0)
 (0)
 (0)","★★ 23년 신청 접수 마감 ★★
★★ 23.12.15.(금) 까지 지급신청 완료되어야 보조금지급 가능 ★★

1. 신청기간(하반기) ※예산 소진 시 조기 마감 될 수 있음
 - 전기승용 : '23. 6. 22. (목) 09:00 ~ '23. 12. 8. (금) 09:00 (예산 소진 시 종료)
 - 전기화물 : '23. 6. 22. (목) 09:00 ~ '23. 12. 8. (금) 09:00 (예산 소진 시 종료)
2. 하반기 보급대수 : 승용 1,245대 / 화물 289대
 - 4/4분기부터는 전 물량(승용차간, 화물차간) 통합 추진       
※ 하반기 공고대수는 총괄현황의 대수 대신 위의 보급대수로 봐주시길 바랍니다."
전북,군산시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","666
 (80)
 (0)
 (36)
 (550)",666,80,0,36,550,"671
 (32)
 (9)
 (142)
 (488)",671,32,9,142,488,0,62,"657
 (32)
 (9)
 (141)
 (475)",657,"9
 (48)
 (0)
 (0)
 (75)","<23년 군산시 전기차 신청 접수 마감 >
- 23.12.15(금)까지 지급신청 완료되어야 보조금 지급 가능

<2023년 군산시 전기자동차 민간보급사업 공고(1차 추가)>
○ 접수기간 : 2023. 9. 8(금) 09:00 ~ 예산소진시까지
 ★ 지원가능 확인요청 시작 : 2023. 9. 11.(월) 10:00 ~
○ 보급대수 : 총 299대 (일반 255대, 우선순위 44대)
 ※ 차량별 차등지원, 추가지원 등에 따라 보급대수는 변경될 수 있으며, 
     추후 추가물량확보시 별도공고없이 시스템에 반영하여 보급추진 
○ 지원기준 : 개인 또는 기업(법인) 당 1대
--------------------------------------------------------------
※ 자세한 사항은 공고문을 확인하시기 바랍니다.(보조사업 준수사항, 의무운행기간 확인바람)
※ 향후 대상자 선정 후 지급신청 시 원본서류 별도 제출 바람
  - 우편주소 : 전북 군산시 시청로 17, 군산시청 환경정책과 전기차 담당자 앞
※ 자격부여 및 대상자 선정 후 별도 문자안내 없음
※ 대상자 선정 후 10일내 출고증빙서류(전자세금계산서) 미첨부시 별도 통보없이 대상자선정 취소처리함"
전북,익산시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","540
 (32)
 (0)
 (100)
 (408)",540,32,0,100,408,"614
 (33)
 (27)
 (71)
 (483)",614,33,27,71,483,0,0,"592
 (33)
 (26)
 (70)
 (463)",592,"0
 (0)
 (0)
 (30)
 (0)","<2023년 익산시 전기자동차(승용·화물) 민간보급 사업 공고(1차)>
□ 접수기간 : 2023. 2. 20.(월) 09:00 ~ 신청마감.
□ 보급대수 : 총 720대(승용 320, 화물 400)
※ 보급여건, 예산증감에 따라 변동 가능
□ 선정방법 : 출고등록순
□ 지원한도 : (승용,화물) 1인 1대, 법인 1대
□ 신청자격 : 신청서 접수일 기준 연속 30일 이상 익산시에 주소를 둔 개인 또는 법인, 단체 
□ 보급차량 : 환경부 무공해차 통합누리집(ev.or.kr.)에서 열람
-----------------------------------------------------------------------------------------------
★ 자세한 사항은 공고문 확인
★ 전산등록 시 모든 서류를 1개의 PDF파일로 합쳐서 첨부
★ 원본서류 : 전북 익산시 무왕로1397 동문, 환경정책과 제출(제출 시 보조금 지급)
★ 자격부여 및 대상자 선정 후 문자통보 없음, 시스템 직접 확인 요망
★ 우선 처리 요청 전화 자제, 자격부여 및 대상자 선정 등 접수순서에 따라 공정하게 서류 심사(서류 접수 후 1~2일 소요)"
전북,정읍시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","229
 (26)
 (0)
 (50)
 (153)",229,26,0,50,153,"274
 (14)
 (18)
 (13)
 (229)",274,14,18,13,229,0,0,"269
 (14)
 (18)
 (13)
 (224)",269,"0
 (12)
 (0)
 (37)
 (0)","<2023년 전기자동차 보급사업(4분기 잔여통합분)>
○ 신청기간 : 2023. 10. 4.(수) 09:00 ~ 12. 15.(금) 18:00, 예산 소진시 마감
○ 보급대수 : 127대(전기 승용차 63대, 전기화물차 64대)
  * 여건 및 예산 범위 내에서 변동될 수 있음.
○ 선정방법 : 차량 출고등록순
○ 지원대수 : 승용, 화물 1대(개인, 기업, 법인, 사업자, 단체 등)

** 전라북도 및 정읍시 보조금을 지급받은 전기자동차 구매자는 의무운행기간을 전라북도 내에서 준수하여야 함
    - 전라북도 내에서 의무운행기간 미준수(타시도 판매) 시에는 환수율에 따라 지방비(도·시비) 보조금을 환수함
    - 전기화물차를 구매한 자가 해당 차량을 1만km이상 운행하지 아니하고 최초 등록한 날부터 1년 이내(`23. 4. 28. 이후 판매 적용)에
       판매하는 경우, 지급된 보조금(국비+지방비)의 30%를 회수함.(전라북도 내 판매 포함)
** 신청서 처리기한 7일 이내 (당일 불가)
** 서류 업로드 시 하나의 파일(PDF)로 통합하여 업로드 제출.
** 지급 신청한 후 지원신청 서류 및 지급신청 서류 원본제출.
     (우편주소 : 전라북도 정읍시 충정로 237, 거안빌딩 2층 자원순환과 전기차 담당자앞)

★ 시스템의 출고잔여 대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인바랍니다 ★"
전북,남원시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","150
 (15)
 (0)
 (9)
 (126)",150,15,0,9,126,"168
 (12)
 (17)
 (4)
 (135)",168,12,17,4,135,0,0,"164
 (12)
 (17)
 (4)
 (131)",164,"0
 (3)
 (0)
 (5)
 (0)","---2023년 남원시 전기자동차 민간보급 지원사업 접수 마감---
<2023년 남원시 전기자동차 민간보급 5차 지원사업>
*신청접수일 : 2023. 10. 4. 9:00~ 12.29. 18:00(보급대수 소진 조기마감)
- 4차 보급물량 : 승용 24대 화물 2
- 택시 우선순위, 중소기업 잔여 물량 일반 물량으로 통합 보급"
전북,김제시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","252
 (15)
 (0)
 (30)
 (207)",252,15,0,30,207,"213
 (8)
 (20)
 (24)
 (161)",213,8,20,24,161,39,46,"213
 (8)
 (20)
 (24)
 (161)",213,"39
 (7)
 (0)
 (6)
 (46)","* 3차 공고
11.8.(수) ~ 12. 15.(금) 18시까지
* 자세한 사항은 공고문 참고
* 차종별 보조금 상이하여 무공해차 통합누리집에서 보이는 잔여물량과 실제잔여물량 다를 수 있음."
전북,완주군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","78
 (8)
 (4)
 (18)
 (48)",78,8,4,18,48,"86
 (8)
 (4)
 (18)
 (56)",86,8,4,18,56,0,0,"78
 (8)
 (4)
 (18)
 (48)",78,"0
 (0)
 (0)
 (0)
 (0)",
전북,진안군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","2
 (0)
 (0)
 (0)
 (2)",2,0,0,0,2,"42
 (2)
 (1)
 (4)
 (35)",42,2,1,4,35,0,0,"42
 (2)
 (1)
 (4)
 (35)",42,"0
 (0)
 (0)
 (0)
 (0)",
전북,무주군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","83
 (6)
 (0)
 (4)
 (73)",83,6,0,4,73,"39
 (1)
 (0)
 (3)
 (35)",39,1,0,3,35,44,38,"39
 (1)
 (0)
 (3)
 (35)",39,"44
 (5)
 (0)
 (1)
 (38)","☆전기자동차 보급사업 변경 공고☆
신청기간: 2023. 10. 16.~ 예산 소진시까지
보급대수: 총 27대(승용 16대, 화물 10대, 승합 1대)

*신청기간 전 입력되어 있는 건은 신청 기간 내에 신규 신청 필요"
전북,장수군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","29
 (3)
 (0)
 (3)
 (23)",29,3,0,3,23,"34
 (3)
 (3)
 (2)
 (26)",34,3,3,2,26,0,0,"32
 (3)
 (3)
 (2)
 (24)",32,"0
 (0)
 (0)
 (1)
 (0)","0신청기간 : 2023. 7. 24.(월) 09:00 ~ 2023. 12. 8.(금) 18:00
0보급대수 : 승용전기자동차5대(일반(4대), 우선순위*(1대))"
전북,임실군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","50
 (6)
 (0)
 (3)
 (41)",50,6,0,3,41,"57
 (3)
 (2)
 (1)
 (51)",57,3,2,1,51,0,0,"54
 (3)
 (2)
 (0)
 (49)",54,"0
 (3)
 (0)
 (3)
 (0)",
전북,순창군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","28
 (3)
 (0)
 (3)
 (22)",28,3,0,3,22,"34
 (3)
 (0)
 (5)
 (26)",34,3,0,5,26,0,0,"28
 (3)
 (0)
 (4)
 (21)",28,"0
 (0)
 (0)
 (0)
 (1)","<2023년 순창군 전기자동차(승용·화물) 민간보급 사업공고>
○ 접수기간: 2023. 11. 17(금). ~ 예산소진시까지
○ 보급대수: 총12대(승용 8대, 화물 4대)
  ※ 보급여건, 예산증감에 따라 변동가능
○ 선정방법: 출고등록순
○ 신청자격: 선청서 접수일 기준 연속 3개월(90일)이상 순창군에 주소를 둔 개인, 단체, 법인, 기관 등
○ 보급차량: 환경부 무공해차 통합누리집(ev.or.kr)에서 열람
-----------------------------------------------------------------------
★ 자세한 사항은 공고문 확인"
전북,고창군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","87
 (8)
 (7)
 (6)
 (66)",87,8,7,6,66,"90
 (8)
 (7)
 (6)
 (69)",90,8,7,6,69,0,0,"87
 (8)
 (7)
 (6)
 (66)",87,"0
 (0)
 (0)
 (0)
 (0)","2023년 하반기 고창군 신청기간 : 7. 5.(수) 09:00 ~ 12.1.(예산소진 시 조기마감)
- 사업량 : 42대(일반물량 40, 우선순위 2)
 ※ 택시물량 일반물량과 통합 지원"
전북,부안군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","81
 (5)
 (0)
 (4)
 (72)",81,5,0,4,72,"77
 (6)
 (6)
 (1)
 (64)",77,6,6,1,64,4,8,"74
 (6)
 (6)
 (1)
 (61)",74,"7
 (0)
 (0)
 (3)
 (11)",'23. 전기자동차 구매 지원사업 마감
전남,목포시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","480
 (48)
 (0)
 (60)
 (372)",480,48,0,60,372,"416
 (11)
 (6)
 (58)
 (341)",416,11,6,58,341,64,31,"396
 (11)
 (4)
 (54)
 (327)",396,"84
 (37)
 (0)
 (6)
 (45)",예산소진으로 인한 사업종료
전남,여수시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","350
 (50)
 (0)
 (50)
 (250)",350,50,0,50,250,"370
 (14)
 (11)
 (35)
 (310)",370,14,11,35,310,0,0,"349
 (14)
 (11)
 (35)
 (289)",349,"1
 (36)
 (0)
 (15)
 (0)","여수시 전기자동차 보급사업 3차 공고(2023.11.14.)
------------승용 마감, 화물 1대------------"
전남,순천시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","400
 (40)
 (40)
 (80)
 (240)",400,40,40,80,240,"428
 (23)
 (18)
 (79)
 (308)",428,23,18,79,308,0,0,"422
 (23)
 (17)
 (79)
 (303)",422,"0
 (17)
 (23)
 (1)
 (0)","2023년도 전기자동차 보급사업(3차분)

         ★★★★★★★★★★전기자동차(승용) 물량 마감★★★★★★★★★★"
전남,나주시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","260
 (26)
 (0)
 (24)
 (210)",260,26,0,24,210,"266
 (26)
 (21)
 (10)
 (209)",266,26,21,10,209,0,1,"223
 (25)
 (18)
 (8)
 (172)",223,"37
 (1)
 (0)
 (16)
 (38)","※ 전기자동차 3차 보급 일정 안내
 - 11. 10. 공고
 - 11. 14. 부터 구매지원신청서 신청 가능
 - 11. 15. 부터 보조금 지원가능 확인요청 신청 가능"
전남,광양시,전기승용,"*일반: 출고등록순
*우선: 출고등록순","500
 (50)
 (0)
 (50)
 (400)",500,50,0,50,400,"410
 (5)
 (17)
 (18)
 (370)",410,5,17,18,370,90,30,"404
 (5)
 (17)
 (18)
 (364)",404,"96
 (45)
 (0)
 (32)
 (36)","&lt;2023년 전기자동차 보급사업&gt;

1. 신청기간 : 2023. 2. 17.(금) ∼ 예산 소진시까지
 ★단, 2023.12.15일 18:00시 대상자 선정 가능분까지(2023.12.29일 차량출고분)
 ★시스템 마감일에 따라 변동될 수 있음, 보급 및 잔여대수는 보급여건 및 예산범위(추가보조금 집행)에 따라 변동될 수 있음
2. 보급물량 : 승용 500대분
3. 지원대수 : 개인(사업자) 1대, 법인·기관· 1대
 ★ 법인기관 1대초과 분량에 미리파악 후 한국환경공단 국비사업으로 진행 요망(한국환경공단 개별접수)
4. 선정기준 : 차량 출고,등록순(보조금 지원가능 확인요청일 순)

-지원대상자 신청 자격 부여 시 검토 과정을 위해 최소 2일 전에 신청 요망
★전화문의가 많아 업무처리가 지연될 수 있습니다. 서류심사 및 자격부여까지 3~4일 소요되므로 빠른처리를 위해 가능한 확인전화, 전화문의 자제 부탁드립니다.

-보조금 지원가능 확인요청시 출고일이 명시된 자료 (전산자료 및 출력물 등) 반드시 첨부, 누락시 보조금 지원대상자 선정 불가 및 접수 취소 후 재접수 및 보조금 지원대상자 선정 이후에는 구매신청내용 변경 불가

-(참고사항) 잔여대수는 무공해차 구매보조금 지원시스템&gt;현황조회&gt;총괄현황(광양시)에서 확인 가능함. 
 ( 현재 잔여대수 = 공고대수 ㅡ 접수대수)"
전남,담양군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","100
 (5)
 (0)
 (5)
 (90)",100,5,0,5,90,"84
 (2)
 (0)
 (5)
 (77)",84,2,0,5,77,16,13,"84
 (2)
 (0)
 (5)
 (77)",84,"16
 (3)
 (0)
 (0)
 (13)","ㅇ 사업기간 : 2023. 7. 3.(월) 09:00 ∼ 2023. 12. 29.(금) 18:00
ㅇ 보급대수 : 53대
- 승용 전기자동차 : 53대(우선순위 3대)
※ 일반물량에 대해서는 우선순위 적용하지 않음. 
※ 승용의 경우 최대 국비보조금 지급 대수가 많으면 목표대수보다 적은 수량이 보급될 수 있음
※ 지원가능 확인요청일이 같을 경우 접수순"
전남,곡성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","91
 (8)
 (0)
 (7)
 (76)",91,8,0,7,76,"60
 (0)
 (2)
 (0)
 (58)",60,0,2,0,58,31,18,"60
 (0)
 (2)
 (0)
 (58)",60,"31
 (8)
 (0)
 (7)
 (18)","？ 사업기간 : 2023. 2. 16(목) ~　예산 소진시
               예산 소진시 조기 마감(출고 등록 순)
 ？ 보급대수 : 전기자동차 129대(승용 69, 화물차 60)"
전남,구례군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","53
 (2)
 (0)
 (0)
 (51)",53,2,0,0,51,"46
 (2)
 (2)
 (0)
 (42)",46,2,2,0,42,7,9,"46
 (2)
 (2)
 (0)
 (42)",46,"7
 (0)
 (0)
 (0)
 (9)","2023년 전기자동차 민간보급사업 시행 공고(2차)

★ 화물 마감 ★

1. 신청기간: 2023. 9. 6. 09:00 ~ 12. 11. 18:00(지원가능요청)까지
2. 보급대수: 승용 28대(일반), 화물 9대(일반 7, 택배2)
  ※ 사업물량은 예산 범위 내에서 변동될 수 있음
  ※ 택배물량이 미소진될 경우 4/4분기부터 일반 물량과 통합 보급가능
3. 보급기준: 세대 또는 개인사업자 당 1대, 법인·기관 당 1대
4. 선정기준: 차량 출고·등록 순(지원가능 확인 요청 순)
5. 지원금액: 차종별 차등지원(무공해차 구매보조금 지원시스템에서 확인 가능)
  ※ 공고일 이후 보조금 지원 대상으로 선정된 차량은 추가공고 없이 보조금 지원대상에 포함

  ※ 기타 자세한 사항은 공고문 참고
  ※ 무공해차 구매보조금 지원시스템에 등록된 모든 원본 서류 구례군청 환경과(구례군 구례읍 봉성로 1)로 제출"
전남,고흥군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","104
 (8)
 (0)
 (8)
 (88)",104,8,0,8,88,"85
 (4)
 (5)
 (2)
 (74)",85,4,5,2,74,19,14,"85
 (4)
 (5)
 (2)
 (74)",85,"19
 (4)
 (0)
 (6)
 (14)","- 신청기간 : 2023. 2. 16. 09:00 ∼ 예산 소진 시 까지
 - 보급대수 : 승용 80대  
       ※ 보급대수는 보급여건 및 예산범위 내에서 변동될 수 있음. 
 - 지원대수 : 개인(세대) 또는 기업·법인·단체 당 1대
 - 선정기준 : 차량 출고？등록 순(보조금 지원가능 확인 요청일 순)
 - 지 원 액 :  승용  대당 최대 15,100천원 지원(국비6,800, 도비1,500, 군비6,800)
     ㆍ전기택시는 해당 차량 보조금 지원단가에서 국비 200만원 추가 지원
     ㆍ차상위 이하 계층이 구매 시에는 국비 지원액의 10% 추가 지원
         ※ 차종별 국비 보조금 산정 수준에 비례하여 지방비 차등 산정."
전남,보성군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","82
 (0)
 (0)
 (0)
 (82)",82,0,0,0,82,"71
 (1)
 (3)
 (3)
 (64)",71,1,3,3,64,11,18,"71
 (1)
 (3)
 (3)
 (64)",71,"11
 (0)
 (0)
 (0)
 (18)","- 지급신청 시 (신청 시부터 지급신청 시까지의) 서류 일체 원본 송부
  (주소 : 전라남도 보성군 보성읍 송재로 165, 보성군청 기후환경과 전기차 담당자)

- 모든 서류의 도장/서명은 한 가지로 통일되어야 하며 (신청자 및 제조사 각각),
   신청자의 날인/서명 여부에 따라 인감증명서(또는 본인서명사실확인서) 첨부해주시기 바랍니다. 
   제조사는 본사 인감 외에 별도의 사용인감이 있어서 서류 작성 시 이를 사용하신 경우, 사용인감계도 함께 제출해 주십시오.
   (제조사 본사 인감증명서는 사본 인정)"
전남,화순군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","60
 (6)
 (0)
 (6)
 (48)",60,6,0,6,48,"54
 (6)
 (2)
 (5)
 (41)",54,6,2,5,41,6,7,"50
 (6)
 (2)
 (5)
 (37)",50,"10
 (0)
 (0)
 (1)
 (11)","&lt; 2023년 화순군 전기자동차 보급사업 &gt;

- 예산 소진으로 인한 신청 마감 -"
전남,장흥군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","80
 (8)
 (0)
 (8)
 (64)",80,8,0,8,64,"70
 (2)
 (2)
 (10)
 (56)",70,2,2,10,56,10,8,"69
 (2)
 (2)
 (9)
 (56)",69,"11
 (6)
 (0)
 (0)
 (8)","사업기간 : 2023. 9. 26.(화) ~ 예산 소진 시
보급대수 : 화물 6대
지원대수 : 개인(개인사업자)또는 기업,법인,단체 당 1대
선정기준 : 출고등록순"
전남,강진군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","30
 (3)
 (0)
 (3)
 (24)",30,3,0,3,24,"77
 (1)
 (3)
 (5)
 (68)",77,1,3,5,68,0,0,"73
 (1)
 (3)
 (5)
 (64)",73,"0
 (2)
 (0)
 (0)
 (0)","2023년 하반기 강진군 전기(승용)자동차 보급사업

★공고일: 23. 7. 3.(월)
★접수기간 : 23. 7. 6.(목) 09:00~ 예산 소진 시 까지★
★ 사업물량 :  승용30대(일반 24대, 택시 3대, 우선순위 3대)
※ 예산 조기마감시 사업종료

 - 지원대상자 선정 : 출고등록순(보조금 지원가능 확인 요청일순)
 ※ 기타 자세한 내용은 공고문 참조"
전남,해남군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","120
 (10)
 (0)
 (10)
 (100)",120,10,0,10,100,"104
 (2)
 (6)
 (8)
 (88)",104,2,6,8,88,16,12,"93
 (2)
 (4)
 (8)
 (79)",93,"27
 (8)
 (0)
 (2)
 (21)",(수정) 주민등록 등초본 필요합니다.
전남,영암군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","100
 (10)
 (0)
 (0)
 (90)",100,10,0,0,90,"80
 (1)
 (6)
 (4)
 (69)",80,1,6,4,69,20,21,"80
 (1)
 (6)
 (4)
 (69)",80,"20
 (9)
 (0)
 (0)
 (21)","1. 신청기간 : 2023. 7. 14. ~ 예산소진시까지
2. 보급대수 : 승용 41대(일반 31대, 우선순위 10대)
3. 지원대수 : 개인(개인사업가)또는 법인 당 1대
4. 선정기준 : 출고등록순
&lt;접수 당일 지원신청 확인 및 대상자 선정 안될 수 있음.&gt;"
전남,무안군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","146
 (19)
 (7)
 (9)
 (111)",146,19,7,9,111,"163
 (19)
 (9)
 (9)
 (126)",163,19,9,9,126,0,0,"147
 (19)
 (7)
 (9)
 (112)",147,"0
 (0)
 (0)
 (0)
 (0)","&lt;2023년 무안군 하반기 전기자동차 보급사업&gt;
○ 지원대수(하반기) 
 - 전기승용차 : 42대(일반 26, 우선 5, 택시 11)
 - 전기화물차 : 16대(일반 4, 중소 6, 택배 6)
○ 공고일 : 2023. 6. 28.
○ 접수기간 : 2023. 7. 3. ~ 2023. 12. 15.
○ 선정기준 : 자동차 출고·등록 순(보조금 지원가능확인 요청 순)
 - 지원 접수 순서와 상관없이 보조금 지원가능확인 요청 순으로 대상자 선정
 - 확인 요청일이 같윽을 경우 접수순으로 선정
○ 신청대상 : 신청 접수일 기준으로 90일 이전부터 연속적으로 무안군에 주소를 둔 자"
전남,함평군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","90
 (0)
 (0)
 (0)
 (90)",90,0,0,0,90,"63
 (0)
 (5)
 (0)
 (58)",63,0,5,0,58,27,32,"63
 (0)
 (5)
 (0)
 (58)",63,"27
 (0)
 (0)
 (0)
 (32)","1. 신청기간: 2023. 2. 21.(화) ~ 예산 소진 시까지
 2. 보급대수(1차): 민간 110대(승용70/화물40)
 3. 보조금액
  - 승 용(소형) : 최대 1,530만원/대
  - 승 용(초소형) : 최대 835만원/대
  - 화물차(소형) : 최대 2,050만원/대
 * 자세한 차종별 지원단가는 공고문 참고
 4. 선정방법 : 출고·등록 순
 5. 신청절차 및 필요서류 : 공고문 참고"
전남,영광군,전기승용,"*일반: 출고등록순
*우선: 출고등록순","130
 (20)
 (0)
 (8)
 (102)",130,20,0,8,102,"135
 (18)
 (3)
 (8)
 (106)",135,18,3,8,106,0,0,"133
 (18)
 (2)
 (8)
 (105)",133,"0
 (2)
 (0)
 (0)
 (0)",********************마감*********************
