총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,,접수대수,,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
충북,진천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","140
 (14)
 (10)
 (28)
 (15)
 (73)",140,14,10,28,15,73,"172
 (23)
 (10)
 (34)
 (6)
 (99)",172,23,10,34,6,99,0,0,"172
 (23)
 (10)
 (34)
 (6)
 (99)",172,"0
 (0)
 (0)
 (0)
 (9)
 (0)","1. 본공고
가. 신청기간 : 2023. 2. 15.(수) ~ 예산 소진 시까지
나. 보급대수 : 화물 약140대(일반 73, 법인 28, 택배 15, 우선 14, 중소기업생산 10) ※예산범위 내 사업량은 변경될 수 있음
다. 선정방법 : 구매보조금 지원시스템(ev.or.kr) 출고,등록순
라. 기타 자세한 사항은 진천군 공고 제2023-458호 참고
2. 2023년 전기승용,화물 마감되었음을 알려드립니다."
충북,괴산군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","111
 (9)
 (6)
 (0)
 (0)
 (96)",111,9,6,0,0,96,"70
 (9)
 (3)
 (7)
 (0)
 (51)",70,9,3,7,0,51,41,45,"70
 (9)
 (3)
 (7)
 (0)
 (51)",70,"41
 (0)
 (3)
 (0)
 (0)
 (45)","지방세, 세외수입 체납시 보조금 지급 불가
화물 : 일반 14, 우선 2, 택배 18, 중소 8"
충북,음성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","170
 (17)
 (17)
 (0)
 (34)
 (102)",170,17,17,0,34,102,"150
 (40)
 (7)
 (32)
 (2)
 (69)",150,40,7,32,2,69,20,33,"149
 (40)
 (6)
 (32)
 (2)
 (69)",149,"21
 (0)
 (11)
 (0)
 (32)
 (33)","★ 접수기간: 2023. 2. 15.(수) 10:00 ~ 예산 소진 시까지
★ 지원가능확인요청기간: 2023. 2. 17.(금) 09:00 ~ 예산 소진 시까지
★ 선정방법: 출고등록순

☆ 시스템 상 잔여대수와 실제 잔여대수는 상이하니 유선으로 확인 바랍니다."
충북,단양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","60
 (5)
 (6)
 (0)
 (12)
 (37)",60,5,6,0,12,37,"43
 (22)
 (2)
 (2)
 (2)
 (15)",43,22,2,2,2,15,17,22,"43
 (22)
 (2)
 (2)
 (2)
 (15)",43,"17
 (0)
 (4)
 (0)
 (10)
 (22)",
충남,천안시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","488
 (83)
 (47)
 (61)
 (37)
 (260)",488,83,47,61,37,260,"626
 (163)
 (55)
 (111)
 (37)
 (260)",626,163,55,111,37,260,0,0,"626
 (163)
 (55)
 (111)
 (37)
 (260)",626,"0
 (0)
 (0)
 (0)
 (0)
 (0)","---------------------------------------------------------
전기화물차 : 2023년 사업 마감 12.4 
---------------------------------------------------------"
충남,공주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","150
 (10)
 (10)
 (0)
 (20)
 (110)",150,10,10,0,20,110,"138
 (29)
 (10)
 (9)
 (6)
 (84)",138,29,10,9,6,84,12,26,"133
 (28)
 (10)
 (9)
 (6)
 (80)",133,"17
 (0)
 (0)
 (0)
 (14)
 (30)","2023년 전기자동차 보급사업 - ※  접수마감되었습니다 . ※ 
※ 23.5.1. 전기차 지침 개정으로 화물차 중고거래시 보조금 환수예정 ※ 

3차 공고
신청기간 : 2023. 10. 4.(수) 09:00 ~ 12. 1.(금) 18:00
보급대수 : 화물 50대
대상자 선정 : 출고등록순
1차,2차때 신청서 넣으신 분들은 취소하고 다시 넣어주세요
공고 1페이지 반드시 확인해주시고 서류는 접수순으로 확인합니다(먼저 해달라고 전화x)
당일 신청서 접수 및 대상자 선정이 어려울수도 있으니 신청서는 미리 접수해주세요


*공고대수와 출고대수는 차종별 보조금 차이로 인해 다를 수 있음
**반드시 공고 확인 후 신청"
충남,보령시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","284
 (29)
 (37)
 (0)
 (87)
 (131)",284,29,37,0,87,131,"188
 (26)
 (6)
 (18)
 (13)
 (125)",188,26,6,18,13,125,96,6,"188
 (26)
 (6)
 (18)
 (13)
 (125)",188,"96
 (3)
 (31)
 (0)
 (74)
 (6)","※ 4분기 미집행 우선, 택배, 중소기업 물량 통합운영
 - 10월 4일 10:00 신청 접수 분부터 인정(공고구분 추경2)

<2023년 전기자동차(화물, 3차) 보급사업 공고>

○ 접수기간: 2023. 10. 4. ~ 예산 소진 시
○ 보급대수: 66대(일반 11대, 우선 8대, 택배 31대, 중소 16대)
  - 보급대수는 차종별 보조금 차등지원 및 국비 추가지원금 등으로 인해 실제 잔여량과 차이가 있을수 있고, 조정될수 있음.
○ 선정방법: 자동차 출고등록순
○ 신청자격: 보령시민, 보령시 소재 기업, 공공기관 등"
충남,아산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","350
 (35)
 (35)
 (0)
 (70)
 (210)",350,35,35,0,70,210,"350
 (62)
 (31)
 (82)
 (41)
 (134)",350,62,31,82,41,134,0,76,"350
 (62)
 (31)
 (82)
 (41)
 (134)",350,"0
 (0)
 (4)
 (0)
 (29)
 (76)",**2023년 아산시 전기화물차 구매지원사업 마감**
충남,서산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","197
 (20)
 (20)
 (0)
 (40)
 (117)",197,20,20,0,40,117,"181
 (24)
 (12)
 (24)
 (23)
 (98)",181,24,12,24,23,98,16,19,"181
 (24)
 (12)
 (24)
 (23)
 (98)",181,"16
 (0)
 (8)
 (0)
 (17)
 (19)",접수마감
충남,논산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","293
 (12)
 (12)
 (0)
 (29)
 (240)",293,12,12,0,29,240,"269
 (41)
 (12)
 (20)
 (12)
 (184)",269,41,12,20,12,184,24,56,"269
 (41)
 (12)
 (20)
 (12)
 (184)",269,"24
 (0)
 (0)
 (0)
 (17)
 (56)",
충남,계룡시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","48
 (3)
 (3)
 (0)
 (5)
 (37)",48,3,3,0,5,37,"42
 (9)
 (5)
 (5)
 (3)
 (20)",42,9,5,5,3,20,6,17,"42
 (9)
 (5)
 (5)
 (3)
 (20)",42,"6
 (0)
 (0)
 (0)
 (2)
 (17)","2023년도 계룡시 전기자동차 민간보급사업을 아래와 같이 공고(변경)합니다.

 1. 사 업 명 : 2023년도 계룡시 전기자동차 민간보급사업
 2. 보급대수 : 전기승용 약72대, 전기화물 약48대(일반물량, 우선순위 등 전체 물량)
   - 1,2차 공고 전체물량(공고물량은 변동 없음)
 3. 적용기간 : 2023. 8. 10.(목)~ 12. 8. (금) ※ 예산소진 시 조기종료
   - 환경부 지침 변경일(2023.08.10.기준) 이후 지원물량에 대해 적용됨.
 4. 선정방법 : 출고등록순
 5. 변경사항 : 지방비 보조금을 차종별 국비 보조금 산정 수준에 비례하여 차등적으로 재산정[공고문 참조]
   - 현 화물 차량 보조금 일부 변경됨."
충남,당진시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","302
 (30)
 (30)
 (0)
 (61)
 (181)",302,30,30,0,61,181,"270
 (40)
 (14)
 (27)
 (9)
 (180)",270,40,14,27,9,180,32,1,"263
 (37)
 (14)
 (26)
 (9)
 (177)",263,"39
 (0)
 (16)
 (0)
 (52)
 (4)",※ 2023년 전기화물차 민간보급 사업 마감되었습니다.
충남,금산군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","110
 (8)
 (19)
 (0)
 (35)
 (48)",110,8,19,0,35,48,"103
 (31)
 (10)
 (14)
 (4)
 (44)",103,31,10,14,4,44,7,4,"102
 (31)
 (10)
 (13)
 (4)
 (44)",102,"8
 (0)
 (9)
 (0)
 (31)
 (4)","1. 사업내용 : 전기자동차(화물,승용) 보급사업
 2. 보급대상 : 구매 지원신청 접수일 기준 2개월 이상 계속하여 금산군에 주소를 둔 개인 및 개인사업자, 사업장이 금산군 내 위치한 법인 및 기업
 3. 공고기간 : 2023. 7. 25.(화) ~ 2023. 12. 08. (금)
 4. 신청기간 : 2023. 7. 28.(금) 09:30 ~ 2023. 12. 08.(금) 18:00 
              ※보급대수 소진시 조기 마감
 5. 보급대수 : 총118대(전기승용 71대, 전기화물 47대)
 6. 지원금액 : 차량 가액에 따라 달라짐(공고문 참조)
 7. 신청절차 : 신청인은 가까운 자동차 대리점, 영업소에 구매계약 후 
               저공해차 통합누리집 내 저공해차 구매 보조금 지원 시스템에 제출
  ※ 기타 자세한 사항은 붙임 공고문 참조(세부신청절차가 안내되어 있으니 반드시
     확인요망)"
충남,부여군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","187
 (27)
 (6)
 (19)
 (27)
 (108)",187,27,6,19,27,108,"191
 (27)
 (6)
 (21)
 (27)
 (110)",191,27,6,21,27,110,0,0,"188
 (27)
 (6)
 (19)
 (27)
 (109)",188,"0
 (0)
 (0)
 (0)
 (0)
 (0)",
충남,서천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","150
 (3)
 (15)
 (0)
 (30)
 (102)",150,3,15,0,30,102,"145
 (43)
 (5)
 (13)
 (3)
 (81)",145,43,5,13,3,81,5,21,"145
 (43)
 (5)
 (13)
 (3)
 (81)",145,"5
 (0)
 (10)
 (0)
 (27)
 (21)",
충남,청양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","44
 (4)
 (4)
 (0)
 (9)
 (27)",44,4,4,0,9,27,"38
 (9)
 (3)
 (2)
 (6)
 (18)",38,9,3,2,6,18,6,9,"38
 (9)
 (3)
 (2)
 (6)
 (18)",38,"6
 (0)
 (1)
 (0)
 (3)
 (9)",
충남,홍성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","130
 (13)
 (13)
 (0)
 (26)
 (78)",130,13,13,0,26,78,"139
 (14)
 (10)
 (9)
 (2)
 (104)",139,14,10,9,2,104,0,0,"118
 (13)
 (10)
 (7)
 (2)
 (86)",118,"12
 (0)
 (3)
 (0)
 (24)
 (0)","<전기자동차(화물) 민간보급사업 공고3차>

○ 신청기간 : 2023. 10. 12.(목) 09:00 ~ 12. 01.(금) (예산소진 시 종료)
○ 사업물량 : 11대 
○ 신청방법 : 무공해차 구매보조금 지원시스템을 통해 신청
○ 신청대상 
  - (개인) 신청일 기준 3개월 이전부터 연속하여 홍성군에 주소를 둔 만 18세 이상 군민 (자동차운전면허시험 자격 최소연령)
  - (법인) 홍성군에 사업장 소재지가 있는 법인 및 기업
  - (기관) 홍성군에 위치한 공공기관 (중앙행정기관 제외)
 ○ 보조금액 : 공고문 참고
 ○ 신청자격(조건) : 개인의 경우 세대별 승용, 화물 각각 1대 / 법인의 경우 사업장별 승용, 화물 각각 1대 지자체에 지원신청 가능
   
  ※ 상세내용은 공고문 참고바랍니다."
충남,예산군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","305
 (5)
 (10)
 (20)
 (10)
 (260)",305,5,10,20,10,260,"150
 (17)
 (6)
 (19)
 (3)
 (105)",150,17,6,19,3,105,155,155,"150
 (17)
 (6)
 (19)
 (3)
 (105)",150,"155
 (0)
 (4)
 (1)
 (7)
 (155)",전체물량 마감
충남,태안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","110
 (9)
 (9)
 (0)
 (18)
 (74)",110,9,9,0,18,74,"112
 (32)
 (6)
 (6)
 (7)
 (61)",112,32,6,6,7,61,0,13,"107
 (30)
 (5)
 (6)
 (7)
 (59)",107,"3
 (0)
 (4)
 (0)
 (11)
 (15)",
전북,전주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","689
 (0)
 (0)
 (0)
 (0)
 (689)",689,0,0,0,0,689,"701
 (95)
 (62)
 (86)
 (109)
 (349)",701,95,62,86,109,349,0,340,"675
 (89)
 (60)
 (84)
 (104)
 (338)",675,"14
 (0)
 (0)
 (0)
 (0)
 (351)","★★ 23년 신청 접수 마감 ★★
★★ 23.12.15.(금) 까지 지급신청 완료되어야 보조금지급 가능 ★★

1. 신청기간(하반기) ※예산 소진 시 조기 마감 될 수 있음
 - 전기승용 : '23. 6. 22. (목) 09:00 ~ '23. 12. 8. (금) 09:00 (예산 소진 시 종료)
 - 전기화물 : '23. 6. 22. (목) 09:00 ~ '23. 12. 8. (금) 09:00 (예산 소진 시 종료)
2. 하반기 보급대수 : 승용 1,245대 / 화물 289대
 - 4/4분기부터는 전 물량(승용차간, 화물차간) 통합 추진
       
※ 하반기 공고대수는 총괄현황의 대수 대신 위의 보급대수로 봐주시길 바랍니다."
전북,군산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","602
 (60)
 (60)
 (0)
 (70)
 (412)",602,60,60,0,70,412,"482
 (258)
 (52)
 (17)
 (46)
 (109)",482,258,52,17,46,109,120,303,"474
 (255)
 (52)
 (17)
 (46)
 (104)",474,"128
 (0)
 (8)
 (0)
 (24)
 (308)","======================================
&lt;2023년 군산시 전기자동차 민간보급사업 공고(1차추가)&gt;
○ 접수기간 : 2023. 9. 8(금) 09:00 ~ 예산소진시까지
 ★ 지원가능 확인요청 시작 : (화물)2023. 9. 12.(화) 10:00부터 (※시간엄수)
○ 보급대수 : 252대(일반 202대, 우선순위 25대, 중소기업생산 25대)
 ※ 차량별 차등지원, 추가지원 등에 따라 보급대수는 변경될 수 있으며, 
     추후 추가물량확보시 별도공고없이 시스템에 반영하여 보급추진 
○ 지원기준 : 개인 또는 기업(법인) 당 1대
--------------------------------------------------------------
※ 자세한 사항은 공고문을 확인하시기 바랍니다.(보조사업 준수사항, 의무운행기간 확인바람)
※ 향후 대상자 선정 후 지급신청 시 원본서류 별도 제출 바람
  - 우편주소 : 전북 군산시 시청로 17, 군산시청 환경정책과 전기차 담당자 앞
※ 자격부여 및 대상자 선정 후 별도 문자안내 없음
※ 대상자 선정 후 10일내 출고증빙서류(전자세금계산서) 미첨부시 별도 통보없이 대상자선정 취소처리함"
전북,익산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","527
 (44)
 (60)
 (0)
 (109)
 (314)",527,44,60,0,109,314,"516
 (142)
 (31)
 (60)
 (64)
 (219)",516,142,31,60,64,219,11,95,"482
 (137)
 (30)
 (57)
 (63)
 (195)",482,"45
 (0)
 (30)
 (0)
 (46)
 (119)","&lt;2023년 익산시 전기자동차(승용·화물) 민간보급 사업 공고(2차)&gt;
□ 접수기간 : 2023. 9. 1.(금) 09:00 ~ 23. 10. 2.(월) 18:00
□ 보급대수 : 총 365대(승용 212, 화물 153)
※ 보급여건, 예산증감에 따라 변동 가능
□ 선정방법 : 지원가능확인 요청 접수순
□ 지원한도 : (승용,화물) 1인 1대, 법인 1대
□ 신청자격 : 신청서 접수일 기준 연속 30일 이상 익산시에 주소를 둔 개인 또는 법인, 단체 
□ 보급차량 : 환경부 무공해차 통합누리집(ev.or.kr.)에서 열람
-----------------------------------------------------------------------------------------------
★ 자세한 사항은 공고문 확인
★ 전산등록 시 모든 서류를 1개의 PDF파일로 합쳐서 첨부
★ 원본서류 : 전북 익산시 무왕로1397 동문, 환경정책과 제출(제출 시 보조금 지급)
★ 자격부여 및 대상자 선정 후 문자통보 없음, 시스템 직접 확인 요망
★ 우선 처리 요청 전화 자제, 자격부여 및 대상자 선정 등 접수순서에 따라 공정하게 서류 심사(서류 접수 후 1~2일 소요)"
전북,정읍시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","315
 (32)
 (32)
 (0)
 (63)
 (188)",315,32,32,0,63,188,"246
 (37)
 (9)
 (21)
 (13)
 (166)",246,37,9,21,13,166,69,22,"242
 (37)
 (9)
 (21)
 (13)
 (162)",242,"73
 (0)
 (23)
 (0)
 (50)
 (26)","<2023년 전기자동차 보급사업(4분기 잔여통합분)>
○ 신청기간 : 2023. 10. 4.(수) 09:00 ~ 12. 15.(금) 18:00, 예산 소진시 마감
○ 보급대수 : 127대(전기 승용차 63대, 전기화물차 64대)
  * 여건 및 예산 범위 내에서 변동될 수 있음.
○ 선정방법 : 차량 출고등록순
○ 지원대수 : 승용, 화물 1대(개인, 기업, 법인, 사업자, 단체 등)

** 전라북도 및 정읍시 보조금을 지급받은 전기자동차 구매자는 의무운행기간을 전라북도 내에서 준수하여야 함
    - 전라북도 내에서 의무운행기간 미준수(타시도 판매) 시에는 환수율에 따라 지방비(도·시비) 보조금을 환수함
    - 전기화물차를 구매한 자가 해당 차량을 1만km이상 운행하지 아니하고 최초 등록한 날부터 1년 이내(`23. 4. 28. 이후 판매 적용)에
       판매하는 경우, 지급된 보조금(국비+지방비)의 30%를 회수함.(전라북도 내 판매 포함)
** 신청서 처리기한 7일 이내 (당일 불가)
** 서류 업로드 시 하나의 파일(PDF)로 통합하여 업로드 제출.
** 지급 신청한 후 지원신청 서류 및 지급신청 서류 원본제출.
     (우편주소 : 전라북도 정읍시 충정로 237, 거안빌딩 2층 자원순환과 전기차 담당자앞)

★ 시스템의 출고잔여 대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인바랍니다 ★"
전북,남원시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","163
 (24)
 (6)
 (0)
 (10)
 (123)",163,24,6,0,10,123,"164
 (24)
 (3)
 (9)
 (9)
 (119)",164,24,3,9,9,119,0,4,"162
 (24)
 (3)
 (9)
 (9)
 (117)",162,"1
 (0)
 (3)
 (0)
 (1)
 (6)","---2023년 남원시 전기자동차 민간보급 지원사업 접수 마감---
<2023년 남원시 전기자동차 민간보급 5차 지원사업>
*신청접수일 : 2023. 10. 4. 9:00~ 12.29. 18:00(보급대수 소진 조기마감)
- 4차 보급물량 : 승용 24대 화물 2
- 택시 우선순위, 중소기업 잔여 물량 일반 물량으로 통합 보급"
전북,김제시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","301
 (20)
 (20)
 (0)
 (40)
 (221)",301,20,20,0,40,221,"227
 (57)
 (14)
 (26)
 (16)
 (114)",227,57,14,26,16,114,74,107,"226
 (57)
 (14)
 (26)
 (16)
 (113)",226,"75
 (0)
 (6)
 (0)
 (24)
 (108)","* 3차 공고
11.8.(수) ~ 12. 15.(금) 18시까지
* 자세한 사항은 공고문 참고
* 차종별 보조금 상이하여 무공해차 통합누리집에서 보이는 잔여물량과 실제잔여물량 다를 수 있음."
전북,완주군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","50
 (5)
 (5)
 (2)
 (10)
 (28)",50,5,5,2,10,28,"84
 (7)
 (9)
 (11)
 (11)
 (46)",84,7,9,11,11,46,0,0,"50
 (5)
 (5)
 (2)
 (10)
 (28)",50,"0
 (0)
 (0)
 (0)
 (0)
 (0)",
전북,진안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","6
 (0)
 (0)
 (0)
 (0)
 (6)",6,0,0,0,0,6,"52
 (24)
 (3)
 (3)
 (1)
 (21)",52,24,3,3,1,21,0,0,"49
 (22)
 (3)
 (3)
 (1)
 (20)",49,"0
 (0)
 (0)
 (0)
 (0)
 (0)",
전북,무주군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","40
 (3)
 (1)
 (0)
 (6)
 (30)",40,3,1,0,6,30,"37
 (4)
 (1)
 (3)
 (3)
 (26)",37,4,1,3,3,26,3,4,"36
 (4)
 (1)
 (3)
 (2)
 (26)",36,"4
 (0)
 (0)
 (0)
 (4)
 (4)","☆전기자동차 보급사업 변경 공고☆
신청기간: 2023. 10. 16.~ 예산 소진시까지
보급대수: 총 27대(승용 16대, 화물 10대, 승합 1대)

*신청기간 전 입력되어 있는 건은 신청 기간 내에 신규 신청 필요"
전북,장수군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","40
 (4)
 (4)
 (0)
 (8)
 (24)",40,4,4,0,8,24,"43
 (13)
 (0)
 (2)
 (5)
 (23)",43,13,0,2,5,23,0,1,"34
 (12)
 (0)
 (2)
 (5)
 (15)",34,"6
 (0)
 (4)
 (0)
 (3)
 (9)","0신청기간 : 2023. 7. 24.(월) 09:00 ~ 2023. 12. 8.(금) 18:00
0보급대수 :  화물전기자동차 (11대): 택배(7대), 중소기업 생산(4대)"
전북,임실군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","75
 (8)
 (8)
 (4)
 (15)
 (40)",75,8,8,4,15,40,"43
 (6)
 (2)
 (6)
 (0)
 (29)",43,6,2,6,0,29,32,11,"41
 (6)
 (2)
 (6)
 (0)
 (27)",41,"34
 (2)
 (6)
 (0)
 (15)
 (13)",
전북,순창군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","27
 (3)
 (1)
 (0)
 (0)
 (23)",27,3,1,0,0,23,"36
 (7)
 (1)
 (0)
 (0)
 (28)",36,7,1,0,0,28,0,0,"27
 (6)
 (1)
 (0)
 (0)
 (20)",27,"0
 (0)
 (0)
 (0)
 (0)
 (3)","<2023년 순창군 전기자동차(승용·화물) 민간보급 사업공고>
○ 접수기간: 2023. 11. 17(금). ~ 예산소진시까지
○ 보급대수: 총12대(승용 8대, 화물 4대)
  ※ 보급여건, 예산증감에 따라 변동가능
○ 선정방법: 출고등록순
○ 신청자격: 선청서 접수일 기준 연속 3개월(90일)이상 순창군에 주소를 둔 개인, 단체, 법인, 기관 등
○ 보급차량: 환경부 무공해차 통합누리집(ev.or.kr)에서 열람
-----------------------------------------------------------------------
★ 자세한 사항은 공고문 확인"
전북,고창군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","94
 (10)
 (1)
 (10)
 (5)
 (68)",94,10,1,10,5,68,"100
 (11)
 (1)
 (10)
 (5)
 (73)",100,11,1,10,5,73,0,0,"94
 (10)
 (1)
 (10)
 (5)
 (68)",94,"0
 (0)
 (0)
 (0)
 (0)
 (0)",
전북,부안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","107
 (8)
 (8)
 (0)
 (21)
 (70)",107,8,8,0,21,70,"91
 (15)
 (7)
 (6)
 (3)
 (60)",91,15,7,6,3,60,16,10,"90
 (15)
 (6)
 (6)
 (3)
 (60)",90,"17
 (0)
 (2)
 (0)
 (18)
 (10)",'23. 전기자동차 구매 지원사업 마감
전남,목포시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","143
 (15)
 (15)
 (0)
 (19)
 (94)",143,15,15,0,19,94,"157
 (16)
 (9)
 (16)
 (14)
 (102)",157,16,9,16,14,102,0,0,"143
 (14)
 (7)
 (14)
 (14)
 (94)",143,"0
 (1)
 (8)
 (0)
 (5)
 (0)","<2023년 하반기 목포시 전기화물차 보급사업>
- 공고일 : 2023. 9. 18.
- 접수기간 : 2023. 9. 25. ~ 2023. 12. 15.
- 보급대수 : 54대(우선6대, 중소기업 6대, 택배물량 11대, 일반 31대)
- 선정기준 : 출고등록순
  ※  기타 자세한 내용 공고문 참조"
전남,여수시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","100
 (10)
 (10)
 (0)
 (20)
 (60)",100,10,10,0,20,60,"269
 (38)
 (5)
 (66)
 (26)
 (134)",269,38,5,66,26,134,0,0,"269
 (38)
 (5)
 (66)
 (26)
 (134)",269,"0
 (0)
 (5)
 (0)
 (0)
 (0)","여수시 전기자동차 보급사업 3차 공고(2023.11.14.)
------------승용 마감, 화물 1대------------

★출고 후 지급신청 서류(원본)을 여수시청 기후생태과(여수시 시청동1길 23)로 제출해야만 지급 가능★"
전남,순천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","200
 (20)
 (20)
 (20)
 (40)
 (100)",200,20,20,20,40,100,"200
 (43)
 (10)
 (26)
 (8)
 (113)",200,43,10,26,8,113,0,0,"199
 (43)
 (10)
 (26)
 (7)
 (113)",199,"1
 (0)
 (10)
 (0)
 (33)
 (0)","2023년도 전기자동차 보급사업(3차분)

         ★★★★★★★★★★전기자동차(화물) 물량 마감★★★★★★★★★★"
전남,나주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","225
 (23)
 (22)
 (0)
 (44)
 (136)",225,23,22,0,44,136,"217
 (27)
 (8)
 (30)
 (6)
 (146)",217,27,8,30,6,146,8,0,"179
 (23)
 (7)
 (25)
 (6)
 (118)",179,"46
 (0)
 (15)
 (0)
 (38)
 (18)","※ 전기화물차 3차 보급 일정 안내
 - 11. 10. 공고
 - 11. 14. 부터 구매지원신청서 신청 가능
 - 11. 15. 부터 보조금 지원가능 확인요청 신청 가능"
전남,광양시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","200
 (20)
 (20)
 (0)
 (40)
 (120)",200,20,20,0,40,120,"194
 (34)
 (14)
 (34)
 (2)
 (110)",194,34,14,34,2,110,6,10,"193
 (34)
 (14)
 (34)
 (2)
 (109)",193,"7
 (0)
 (6)
 (0)
 (38)
 (11)","&lt;2023년 전기자동차 보급사업&gt;

1. 신청기간 : 2023. 2. 17.(금) ∼ 예산 소진시까지
 ★단, 2023.12.15일 18:00시 대상자 선정 가능분까지(2023.12.29일 차량출고분)
 ★시스템 마감일에 따라 변동될 수 있음, 보급 및 잔여대수는 보급여건 및 예산범위(추가보조금 집행)에 따라 변동될 수 있음
2. 보급물량 : 화물 200대분
3. 지원대수 : 개인(사업자) 1대, 법인·기관· 1대
 ★ 법인기관 1대초과 분량에 미리파악 후 한국환경공단 국비사업으로 진행 요망(한국환경공단 개별접수)
4. 선정기준 : 차량 출고,등록순(보조금 지원가능 확인요청일 순)

-지원대상자 신청 자격 부여 시 검토 과정을 위해 최소 2일 전에 신청 요망
★전화문의가 많아 업무처리가 지연될 수 있습니다. 서류심사 및 자격부여까지 3~4일 소요되므로 빠른처리를 위해 가능한 확인전화, 전화문의 자제 부탁드립니다.

-보조금 지원가능 확인요청시 출고일이 명시된 자료 (전산자료 및 출력물 등) 반드시 첨부, 누락시 보조금 지원대상자 선정 불가 및 접수 취소 후 재접수 및 보조금 지원대상자 선정 이후에는 구매신청내용 변경 불가

-(참고사항) 잔여대수는 무공해차 구매보조금 지원시스템&gt;현황조회&gt;총괄현황(광양시)에서 확인 가능함. 
 ( 현재 잔여대수 = 공고대수 ㅡ 접수대수)"
전남,담양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","120
 (7)
 (14)
 (0)
 (27)
 (72)",120,7,14,0,27,72,"97
 (7)
 (1)
 (0)
 (3)
 (86)",97,7,1,0,3,86,23,0,"89
 (7)
 (1)
 (0)
 (3)
 (78)",89,"31
 (0)
 (13)
 (0)
 (24)
 (0)","ㅇ 사업기간 : 2023. 7. 3.(월) 09:00 ∼ 2023. 12. 29.(금) 18:00
ㅇ 보급대수 : 50대
- 화물 전기자동차 : 50대(일반 30대, 중소기업 7대, 운송사업 13대)

★ 중소기업, 운송사업 : 3/4분기까지 접수(23.9.30.)후 미접수 물량은 일반물량으로 접수"
전남,곡성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","76
 (7)
 (7)
 (0)
 (13)
 (49)",76,7,7,0,13,49,"64
 (8)
 (0)
 (11)
 (2)
 (43)",64,8,0,11,2,43,12,6,"59
 (6)
 (0)
 (10)
 (2)
 (41)",59,"17
 (1)
 (7)
 (0)
 (11)
 (8)","？ 사업기간 : 2023. 2. 16(목) ~　예산 소진시
               예산 소진시 조기 마감(출고 등록 순)
 ？ 보급대수 : 전기자동차 129대(승용 69, 화물차 60)"
