총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,,접수대수,,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
경북,영주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","80
 (8)
 (8)
 (0)
 (0)
 (64)",80,8,8,0,0,64,"82
 (1)
 (0)
 (0)
 (0)
 (81)",82,1,0,0,0,81,0,0,"81
 (1)
 (0)
 (0)
 (0)
 (80)",81,"0
 (7)
 (8)
 (0)
 (0)
 (0)","- 12.15(수)까지 신청 가능합니다.
※ 예산, 물량 소진시 조기 신청 마감합니다.

+ 12.15(수) 기준 2021년 전기자동차 보급사업 신청 마감되었습니다."
경북,영천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","146
 (15)
 (15)
 (0)
 (0)
 (116)",146,15,15,0,0,116,"155
 (4)
 (2)
 (0)
 (0)
 (149)",155,4,2,0,0,149,0,0,"146
 (4)
 (2)
 (0)
 (0)
 (140)",146,"0
 (11)
 (13)
 (0)
 (0)
 (0)",
경북,상주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","139
 (14)
 (14)
 (0)
 (0)
 (111)",139,14,14,0,0,111,"139
 (7)
 (1)
 (0)
 (0)
 (131)",139,7,1,0,0,131,0,0,"139
 (7)
 (1)
 (0)
 (0)
 (131)",139,"0
 (7)
 (13)
 (0)
 (0)
 (0)",- 전기화물 신청 마감-
경북,문경시,전기화물,"*일반: 접수순(초과시 추첨)
*우선: 출고등록순","43
 (0)
 (0)
 (0)
 (0)
 (43)",43,0,0,0,0,43,"48
 (2)
 (0)
 (0)
 (0)
 (46)",48,2,0,0,0,46,0,0,"44
 (2)
 (0)
 (0)
 (0)
 (42)",44,"0
 (0)
 (0)
 (0)
 (0)
 (1)",
경북,경산시,전기화물,"*일반: 출고등록순
*우선: -","100
 (10)
 (1)
 (0)
 (0)
 (89)",100,10,1,0,0,89,"96
 (8)
 (1)
 (0)
 (0)
 (87)",96,8,1,0,0,87,4,2,"96
 (8)
 (1)
 (0)
 (0)
 (87)",96,"4
 (2)
 (0)
 (0)
 (0)
 (2)",신청마감
경북,군위군,전기화물,"*일반: 출고등록순
*우선: 접수순","43
 (5)
 (5)
 (0)
 (0)
 (33)",43,5,5,0,0,33,"38
 (0)
 (1)
 (0)
 (0)
 (37)",38,0,1,0,0,37,5,0,"38
 (0)
 (1)
 (0)
 (0)
 (37)",38,"5
 (5)
 (4)
 (0)
 (0)
 (0)","ㅇ 보급대수
   - 화물  : 43대정도(우선순위대상 5대, 별도배정대상 5대, 일반대상 33대정도)

ㅇ 신청대상
   - 구매지원신청서 접수일 기준 연속하여 3개월 이상 군위군에 주소지를 둔 만 18세 이상

ㅇ 신청기간 
   - 일반지원 : 2021. 2. 22. ~ 2. 26. 
   - 별도배정 및 우선순위 : 구매지원 신청서 접수순 

ㅇ 선정방법
   - 일반지원 : 추첨 
   - 별도배정 및 우선순위 : 구매지원 신청서 접수순"
경북,의성군,전기화물,"*일반: 접수순
*우선: 접수순","55
 (6)
 (6)
 (0)
 (0)
 (43)",55,6,6,0,0,43,"53
 (0)
 (0)
 (0)
 (0)
 (53)",53,0,0,0,0,53,2,0,"51
 (0)
 (0)
 (0)
 (0)
 (51)",51,"4
 (6)
 (6)
 (0)
 (0)
 (0)","- 사업물량
  * 승용 35대(일반 17, 법인·기관 14, 우선순위 4)
  * 화물 55대(일반 43, 중소기업 6, 우선순위 6)

- 지원대상 : 신청일 기준 의성군에 2개월 이상 주소를 둔 자
- 선정기준 : 전기자동차 구매보조 지원시스템 접수순"
경북,청송군,전기화물,"*일반: 접수순
*우선: 접수순","34
 (6)
 (2)
 (0)
 (0)
 (26)",34,6,2,0,0,26,"32
 (4)
 (0)
 (0)
 (0)
 (28)",32,4,0,0,0,28,2,0,"32
 (4)
 (0)
 (0)
 (0)
 (28)",32,"2
 (2)
 (2)
 (0)
 (0)
 (0)",
경북,영양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","25
 (3)
 (3)
 (0)
 (0)
 (19)",25,3,3,0,0,19,"16
 (2)
 (0)
 (0)
 (0)
 (14)",16,2,0,0,0,14,9,5,"16
 (2)
 (0)
 (0)
 (0)
 (14)",16,"9
 (1)
 (3)
 (0)
 (0)
 (5)",
경북,영덕군,전기화물,"*일반: 접수순(초과시 출고등록순)
*우선: 접수순(초과시 출고등록순)","25
 (3)
 (3)
 (0)
 (0)
 (19)",25,3,3,0,0,19,"37
 (0)
 (1)
 (0)
 (0)
 (36)",37,0,1,0,0,36,0,0,"37
 (0)
 (1)
 (0)
 (0)
 (36)",37,"0
 (3)
 (2)
 (0)
 (0)
 (0)",
경북,청도군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","46
 (5)
 (18)
 (0)
 (0)
 (23)",46,5,18,0,0,23,"43
 (0)
 (1)
 (0)
 (0)
 (42)",43,0,1,0,0,42,3,0,"43
 (0)
 (1)
 (0)
 (0)
 (42)",43,"3
 (5)
 (17)
 (0)
 (0)
 (0)","보급수량 : 46(기보급19, 일반물량 4, 우선순위물량 5, 별도배정물량 18)
신청기간 : 사업비 소진시까지
선정기준 : 출고순"
경북,고령군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","65
 (0)
 (0)
 (0)
 (0)
 (65)",65,0,0,0,0,65,"64
 (2)
 (2)
 (0)
 (0)
 (60)",64,2,2,0,0,60,1,5,"64
 (2)
 (2)
 (0)
 (0)
 (60)",64,"1
 (0)
 (0)
 (0)
 (0)
 (5)","전기화물차 물량이 소진되었습니다.
추경 이후 35대 추가 예정입니다. (9월 예정)"
경북,성주군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","97
 (10)
 (10)
 (0)
 (0)
 (77)",97,10,10,0,0,77,"97
 (3)
 (2)
 (0)
 (0)
 (92)",97,3,2,0,0,92,0,0,"97
 (3)
 (2)
 (0)
 (0)
 (92)",97,"0
 (7)
 (8)
 (0)
 (0)
 (0)",
경북,칠곡군,전기화물,"*일반: 접수순
*우선: 접수순","94
 (9)
 (9)
 (0)
 (0)
 (76)",94,9,9,0,0,76,"71
 (3)
 (3)
 (0)
 (0)
 (65)",71,3,3,0,0,65,23,11,"71
 (3)
 (3)
 (0)
 (0)
 (65)",71,"23
 (6)
 (6)
 (0)
 (0)
 (11)",잔여물량 없음.
경북,예천군,전기화물,"*일반: 접수순
*우선: -","44
 (0)
 (0)
 (0)
 (0)
 (44)",44,0,0,0,0,44,"42
 (1)
 (0)
 (0)
 (0)
 (41)",42,1,0,0,0,41,2,3,"42
 (1)
 (0)
 (0)
 (0)
 (41)",42,"2
 (0)
 (0)
 (0)
 (0)
 (3)",
경북,봉화군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","30
 (3)
 (0)
 (0)
 (0)
 (27)",30,3,0,0,0,27,"28
 (2)
 (2)
 (0)
 (0)
 (24)",28,2,2,0,0,24,2,3,"28
 (2)
 (2)
 (0)
 (0)
 (24)",28,"2
 (1)
 (0)
 (0)
 (0)
 (3)","공고문을 읽어주십시오.
서류는 공란 없이 작성해 주십시오.
대상자 선정은 서류 접수 후로부터 평일 기준 5~6일 소요됩니다.
보조금 지급은 모든 원본 서류가 담당자에게 정확하게 접수된 날로부터 2~3주 소요됩니다."
경북,울진군,전기화물,"*일반: 접수순
*우선: 접수순","30
 (3)
 (3)
 (0)
 (0)
 (24)",30,3,3,0,0,24,"27
 (2)
 (0)
 (0)
 (0)
 (25)",27,2,0,0,0,25,3,0,"27
 (2)
 (0)
 (0)
 (0)
 (25)",27,"3
 (1)
 (3)
 (0)
 (0)
 (0)",
경북,울릉군,전기화물,"*일반: 추첨
*우선: 추첨","15
 (0)
 (0)
 (0)
 (0)
 (15)",15,0,0,0,0,15,"14
 (1)
 (1)
 (0)
 (0)
 (12)",14,1,1,0,0,12,1,3,"14
 (1)
 (1)
 (0)
 (0)
 (12)",14,"1
 (0)
 (0)
 (0)
 (0)
 (3)","1. 변경공고 : 2021. 10. 1.(금) 13시부터 ~ 예산.물량 소진시까지
2. 현재 잔여 대수 : 화물 4대
3. 선정방법 : 사전 대상자 선정 절차 있음
4. 기타 자세한 사항은 울릉군 공고 참고
 * 시스템 입력된 지방비와 실제 지급될 지방비에 차이가 있음. 자세한 지원단가는 문의바람"
경남,창원시,전기화물,"*일반: 접수순
*우선: 접수순","300
 (30)
 (30)
 (0)
 (0)
 (240)",300,30,30,0,0,240,"300
 (20)
 (5)
 (0)
 (0)
 (275)",300,20,5,0,0,275,0,0,"300
 (20)
 (5)
 (0)
 (0)
 (275)",300,"0
 (10)
 (25)
 (0)
 (0)
 (0)",○ 2021년 창원시 전기자동차 보급사업 마감
경남,진주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","299
 (30)
 (0)
 (0)
 (0)
 (269)",299,30,0,0,0,269,"324
 (12)
 (6)
 (0)
 (0)
 (306)",324,12,6,0,0,306,0,0,"309
 (11)
 (4)
 (0)
 (0)
 (294)",309,"0
 (19)
 (0)
 (0)
 (0)
 (0)",※전기화물 마감(대상자 확정 완료 되었음)
경남,통영시,전기화물,"*일반: 접수순
*우선: 접수순","65
 (3)
 (3)
 (0)
 (0)
 (59)",65,3,3,0,0,59,"66
 (3)
 (5)
 (0)
 (0)
 (58)",66,3,5,0,0,58,0,1,"65
 (3)
 (5)
 (0)
 (0)
 (57)",65,"0
 (0)
 (0)
 (0)
 (0)
 (2)","○ 신청기간 : 2021. 2. 16.(화) 09:00 ~ 예산 소진시 까지
○ 총사업량 : 119대(전기승용 54, 전기화물 65)
   - 전기승용 : 우선순위 물량은 8월10일부터 일반물량과 통합, 법인기관 물량은 7월1일부터 일반물량과 통합됨.
   - 전기화물 : 중소기업 생산물량은 7월1일부터 일반물량과 통합됨.
○ 대상자선정 : 구매 지원신청서 접수 순"
경남,사천시,전기화물,"*일반: 전기자동차 출고예정서 제출순(단 예정서 제출후 10일이내 출고등록조건)
*우선: 전기자동차 출고예정서 제출순(단 예정서 제출후 10일이내 출고등록조건","31
 (3)
 (3)
 (0)
 (0)
 (25)",31,3,3,0,0,25,"31
 (3)
 (0)
 (0)
 (0)
 (28)",31,3,0,0,0,28,0,0,"31
 (3)
 (0)
 (0)
 (0)
 (28)",31,"0
 (0)
 (3)
 (0)
 (0)
 (0)",
경남,김해시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","146
 (15)
 (15)
 (0)
 (0)
 (116)",146,15,15,0,0,116,"146
 (15)
 (0)
 (0)
 (0)
 (131)",146,15,0,0,0,131,0,0,"146
 (15)
 (0)
 (0)
 (0)
 (131)",146,"0
 (0)
 (15)
 (0)
 (0)
 (0)",전기화물차 마감
경남,밀양시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","60
 (6)
 (6)
 (0)
 (0)
 (48)",60,6,6,0,0,48,"64
 (5)
 (0)
 (0)
 (0)
 (59)",64,5,0,0,0,59,0,0,"60
 (4)
 (0)
 (0)
 (0)
 (56)",60,"0
 (2)
 (6)
 (0)
 (0)
 (0)",전기화물 마감
경남,거제시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","70
 (7)
 (7)
 (0)
 (0)
 (56)",70,7,7,0,0,56,"71
 (3)
 (3)
 (0)
 (0)
 (65)",71,3,3,0,0,65,0,0,"71
 (3)
 (3)
 (0)
 (0)
 (65)",71,"0
 (4)
 (4)
 (0)
 (0)
 (0)",전기화물 접수마감
경남,양산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","255
 (26)
 (26)
 (0)
 (0)
 (203)",255,26,26,0,0,203,"255
 (2)
 (7)
 (0)
 (0)
 (246)",255,2,7,0,0,246,0,0,"255
 (2)
 (7)
 (0)
 (0)
 (246)",255,"0
 (24)
 (19)
 (0)
 (0)
 (0)","[양산시 전기차 담당자 부재 안내]
담당자가 부재 시 출고 승인 및 문의사항 답변이 어렵습니다. 급한건이 아니면 근무일 오전에 문의 주시기 바랍니다.
-전기차 담당자 부재 일정-
11월1일 대체휴무
11일 2일 휴무"
경남,의령군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","40
 (0)
 (0)
 (0)
 (0)
 (40)",40,0,0,0,0,40,"39
 (0)
 (2)
 (0)
 (0)
 (37)",39,0,2,0,0,37,1,3,"39
 (0)
 (2)
 (0)
 (0)
 (37)",39,"1
 (0)
 (0)
 (0)
 (0)
 (3)","□ 전기자동차 민간보급사업 개요
  ○ 신청기간: 2021. 2. 25. 9:00 ~ 예산소진 시까지
  ○ 보급대수: 전기자동차 72대(승용차32, 화물차40)
    - 승용차 최대1,400만원 지원, 화물차 최대 2,200만원 지원
     * 전기승용차 지원 금액 공고문 참고*
  ○ 사업내용: 붙임 공고문 참고
  ○ 신청방법: 신청인이 구입을 희망하는 판매 영업점을 방문하여 구매 지원 신청 
  ○ 대상자 선정: 출고·등록 순"
경남,함안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","59
 (2)
 (2)
 (0)
 (0)
 (55)",59,2,2,0,0,55,"58
 (2)
 (1)
 (0)
 (0)
 (55)",58,2,1,0,0,55,1,0,"58
 (2)
 (1)
 (0)
 (0)
 (55)",58,"1
 (0)
 (1)
 (0)
 (0)
 (0)","1. 보급대수 : 전기화물차 35대[일반 35대]
   ※ 보조금 차등지원에 따라 보급대수는 변경될 수 있음
  2. 접수기간 : 2021. 7. 13.(화) 09:00 ∼ 11. 30.(화)   ※ 예산 소진 시 사업종료
  3. 대상자 선정 : 출고,등록 순
  4. 세부사항은 첨부파일 참조
  5. 문의사항 : 함안군청 경제기업과(☎055-580-2534)"
경남,창녕군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","119
 (9)
 (9)
 (0)
 (0)
 (101)",119,9,9,0,0,101,"123
 (2)
 (0)
 (4)
 (0)
 (117)",123,2,0,4,0,117,0,0,"123
 (2)
 (0)
 (4)
 (0)
 (117)",123,"0
 (7)
 (9)
 (0)
 (0)
 (0)",
경남,고성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","56
 (4)
 (0)
 (0)
 (0)
 (52)",56,4,0,0,0,52,"61
 (2)
 (0)
 (0)
 (0)
 (59)",61,2,0,0,0,59,0,0,"60
 (2)
 (0)
 (0)
 (0)
 (58)",60,"0
 (2)
 (0)
 (0)
 (0)
 (0)",
경남,남해군,전기화물,"*일반: 접수순
*우선: 접수순","39
 (2)
 (2)
 (0)
 (0)
 (35)",39,2,2,0,0,35,"40
 (4)
 (1)
 (0)
 (0)
 (35)",40,4,1,0,0,35,0,0,"39
 (4)
 (1)
 (0)
 (0)
 (34)",39,"0
 (0)
 (1)
 (0)
 (0)
 (1)","- 1차 추경 안내 -
1. 신청대상 : 공고일 기준 3개월 이상 계속하여 남해군에 주소를 두고 있는 18세 이상 개인, 법인, 기업 
2. 신청기간 : 2021.07.27.(화) 09:00 ~ 2021.11.30.(화) 18:00
3. 보급대수 : 19대(일반 17대, 우선순위 2대)
4. 대상자선정방법 : 신청접수순
5. 신청절차 : 신청인은 가까운 자동차 대리점,영업소에 구매계약 후 저공해차 통합 누리집을 통해 신청"
경남,하동군,전기화물,"*일반: 접수순
*우선: 접수순","75
 (0)
 (0)
 (0)
 (0)
 (75)",75,0,0,0,0,75,"71
 (2)
 (0)
 (0)
 (0)
 (69)",71,2,0,0,0,69,4,6,"71
 (2)
 (0)
 (0)
 (0)
 (69)",71,"4
 (0)
 (0)
 (0)
 (0)
 (6)",
경남,산청군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","60
 (6)
 (0)
 (0)
 (0)
 (54)",60,6,0,0,0,54,"62
 (2)
 (1)
 (0)
 (0)
 (59)",62,2,1,0,0,59,0,0,"62
 (2)
 (1)
 (0)
 (0)
 (59)",62,"0
 (4)
 (0)
 (0)
 (0)
 (0)",
경남,함양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","30
 (0)
 (0)
 (0)
 (0)
 (30)",30,0,0,0,0,30,"29
 (0)
 (0)
 (0)
 (0)
 (29)",29,0,0,0,0,29,1,1,"29
 (0)
 (0)
 (0)
 (0)
 (29)",29,"1
 (0)
 (0)
 (0)
 (0)
 (1)",
경남,거창군,전기화물,"*일반: 접수순
*우선: 접수순","59
 (6)
 (0)
 (0)
 (0)
 (53)",59,6,0,0,0,53,"54
 (0)
 (0)
 (0)
 (0)
 (54)",54,0,0,0,0,54,5,0,"54
 (0)
 (0)
 (0)
 (0)
 (54)",54,"5
 (6)
 (0)
 (0)
 (0)
 (0)",
경남,합천군,전기화물,"*일반: 접수순
*우선: 접수순","40
 (4)
 (0)
 (0)
 (0)
 (36)",40,4,0,0,0,36,"40
 (4)
 (0)
 (0)
 (0)
 (36)",40,4,0,0,0,36,0,0,"40
 (4)
 (0)
 (0)
 (0)
 (36)",40,"0
 (0)
 (0)
 (0)
 (0)
 (0)",
제주,제주특별자치도,전기화물,"*일반: 접수순
*우선: 접수순","1850
 (220)
 (220)
 (0)
 (0)
 (1410)",1850,220,220,0,0,1410,"1882
 (514)
 (24)
 (0)
 (0)
 (1344)",1882,514,24,0,0,1344,0,66,"1867
 (512)
 (22)
 (0)
 (0)
 (1333)",1867,"0
 (0)
 (198)
 (0)
 (0)
 (77)",
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,`,,,,,,,,,,,,,,,,,,,
