총괄현황(전기차),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
시도,지역구분,차종,접수방법,민간공고대수,,,,,,,접수대수,,,,,,,접수 잔여대수,,출고대수,,출고잔여대수,비고
충북,청주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","600
 (75)
 (75)
 (0)
 (150)
 (300)",600,75,75,0,150,300,"431
 (120)
 (17)
 (50)
 (51)
 (193)",431,120,17,50,51,193,169,107,"430
 (120)
 (17)
 (50)
 (51)
 (192)",430,"170
 (0)
 (58)
 (0)
 (99)
 (108)","< 2024 청주시 전기자동차 구매지원사업 >
(승용) 예산 소진으로 마감되었습니다. 
* 청주시 전기승용차 예산 내 대상자선정 완료로 마감되었습니다. 추후 취소 시 지원확인가능요청 순으로 연락드리겠습니다.*
(화물) 일반 170 
(승합) 7
○ 원본서류 미제출(전산등록 시 모든 서류를 1개의 PDF파일로 합쳐서 첨부)
○ 자격부여 및 대상자 선정 후 문자통보하지 않으므로 시스템 직접 확인 요망
○ 민원전화 폭주로 업무처리가 지연되므로 전화문의는 자제해 주시기 바랍니다.
----------------------------------------------------------------------------------------"
충북,충주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","326
 (38)
 (38)
 (0)
 (76)
 (174)",326,38,38,0,76,174,"132
 (90)
 (3)
 (7)
 (7)
 (25)",132,90,3,7,7,25,194,149,"128
 (88)
 (3)
 (6)
 (7)
 (24)",128,"198
 (0)
 (35)
 (0)
 (69)
 (150)","<충주시 전기자동차 보급사업>
(승용) 예산 소진으로 마감되었습니다.
       * 충주시 전기승용차 예산 내 대상자선정 완료로 마감되었습니다. 추후 물량이 있을 경우 지원요청(출고순) 순으로 연락드리겠습니다.
(화물) 예산 소진으로 마감되었습니다.
(승합) 0대
---------------------------------------------------------------------------------------------------
 * 주의 : 원본서류일체 등기발송요함(충북 충주시 으뜸로 21, 충주시청 기후에너지과 대기관리팀 전기차담당)
 
 * 기타 자세한 내용은 공고문 참고

 * 민원전화 폭주로 업무처리가 지연되므로 전화문의는 자제하여 주시기 바랍니다.

 * 접수순번 대로 자격부여 하니, 전화독촉은 지양해 주시기 바랍니다."
충북,제천시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","388
 (38)
 (38)
 (0)
 (77)
 (235)",388,38,38,0,77,235,"77
 (51)
 (3)
 (6)
 (4)
 (13)",77,51,3,6,4,13,311,222,"77
 (51)
 (3)
 (6)
 (4)
 (13)",77,"311
 (0)
 (35)
 (0)
 (73)
 (222)","□ 전기자동차 민간 보급사업 변경공고 알림
ㅇ 접수기간 : 2024. 11. 25. 09:00 ~ 예산 소진 시까지(시스템 접수순)
ㅇ 보급대수 : 총 110대 (전기승용 5대, 전기화물 100대, 전기승합 5대)
   ※ (중요) 보급대수는 보급여건 및 예산범위 내에서 변동될 수 있음!!
ㅇ 보조금 신청기한 : 2024. 12. 13.(금) 18:00까지
ㅇ 주의사항(중요)
1. 2024년 전기자동차 보급사업 변경공고문 
2. 2024년 회계 마감으로 인하여 보조금 지급 신청기한까지 완료한 차량만 보조금 지급 가능.
3. 지원신청(사전검토 요청) 시 지방세 납부증명서 첨부
   ※ 지방세 납부증명서 누락하여 신청한 경우, 체납내역 존재 시 보완요청 예정이며, 그로 인해 발생하는 불이익은 제천시에서 책임지지 않습니다!
4. (승용) 지원신청 시 기존 관련 증빙서류 외 지원가능 요청 증빙자료 동시 첨부    (사전검토 단계에서 대상자 선정으로 바로 진행할 예정)
5. 구매보조금 지급신청 후 제천시청 자연환경과로 원본제출(사본은 원본대조필 날인)
   (주소: 충청북도 제천시 내토로 295 제천시청 자연환경과)
6. 보조금 지급신청서 및 청구서 작성 시 예금주명 확인 필수!(예금주명 오류 많음)
   - 지급신청서 및 청구서 예금주명 오류 시 보완요청

★★★ 지원신청 시 서류 보완요청으로 인한 불이익은 제천시에서 책임지지 않으므로, 신청서 작성 시 주의하여 주시기 바랍니다★★★
★★★ 민원전화 폭주로 업무처리가 지연되고 있습니다. 전화문의는 지양하여 주시기 바랍니다.★★★"
충북,보은군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","86
 (8)
 (9)
 (0)
 (17)
 (52)",86,8,9,0,17,52,"72
 (13)
 (1)
 (0)
 (0)
 (58)",72,13,1,0,0,58,14,0,"72
 (13)
 (1)
 (0)
 (0)
 (58)",72,"14
 (0)
 (8)
 (0)
 (17)
 (0)",
충북,옥천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","100
 (10)
 (10)
 (0)
 (20)
 (60)",100,10,10,0,20,60,"47
 (17)
 (0)
 (5)
 (3)
 (22)",47,17,0,5,3,22,53,38,"47
 (17)
 (0)
 (5)
 (3)
 (22)",47,"53
 (0)
 (10)
 (0)
 (17)
 (38)","*하반기 접수 7.8.(월) ~ 11.29(금)까지
*하반기 접수는 잔여분 예산소진시까지 접수하며 별도 공고 없음"
충북,영동군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","197
 (20)
 (20)
 (0)
 (40)
 (117)",197,20,20,0,40,117,"41
 (12)
 (2)
 (2)
 (0)
 (25)",41,12,2,2,0,25,156,92,"41
 (12)
 (2)
 (2)
 (0)
 (25)",41,"156
 (8)
 (18)
 (0)
 (40)
 (92)",
충북,증평군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","156
 (20)
 (19)
 (10)
 (36)
 (71)",156,20,19,10,36,71,"10
 (4)
 (1)
 (1)
 (0)
 (4)",10,4,1,1,0,4,146,67,"10
 (4)
 (1)
 (1)
 (0)
 (4)",10,"146
 (16)
 (18)
 (9)
 (36)
 (67)",
충북,진천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","91
 (0)
 (0)
 (0)
 (28)
 (63)",91,0,0,0,28,63,"48
 (26)
 (2)
 (5)
 (0)
 (15)",48,26,2,5,0,15,43,48,"48
 (26)
 (2)
 (5)
 (0)
 (15)",48,"43
 (0)
 (0)
 (0)
 (28)
 (48)","1. 2차 공고
가. 신청기간 : 2024. 8. 1.(목) ~ 예산 소진 시까지
나. 보급대수 : 화물 약 110대  ※ 예산범위 내 사업량은 변경될 수 있음
다. 선정방법 : 구매보조금 지원시스템(ev.or.kr) 출고,등록순
라. 기타 자세한 사항은 진천군 공고 제2024-1148호 참고"
충북,괴산군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","40
 (4)
 (4)
 (0)
 (8)
 (24)",40,4,4,0,8,24,"21
 (8)
 (0)
 (4)
 (0)
 (9)",21,8,0,4,0,9,19,15,"21
 (8)
 (0)
 (4)
 (0)
 (9)",21,"19
 (0)
 (4)
 (0)
 (8)
 (15)",신청 마감
충북,음성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","0
 (0)
 (0)
 (0)
 (0)
 (0)",0,0,0,0,0,0,"39
 (24)
 (0)
 (6)
 (2)
 (7)",39,24,0,6,2,7,0,0,"39
 (24)
 (0)
 (6)
 (2)
 (7)",39,"0
 (0)
 (0)
 (0)
 (0)
 (0)",
충북,단양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","88
 (9)
 (9)
 (0)
 (18)
 (52)",88,9,9,0,18,52,"9
 (5)
 (0)
 (1)
 (0)
 (3)",9,5,0,1,0,3,79,49,"9
 (5)
 (0)
 (1)
 (0)
 (3)",9,"79
 (4)
 (9)
 (0)
 (18)
 (49)",
충남,천안시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","380
 (45)
 (0)
 (0)
 (0)
 (335)",380,45,0,0,0,335,"436
 (64)
 (37)
 (61)
 (22)
 (252)",436,64,37,61,22,252,0,83,"436
 (64)
 (37)
 (61)
 (22)
 (252)",436,"0
 (0)
 (0)
 (0)
 (0)
 (83)","<2024년 전기자동차 하반기 민간보급사업 안내>
○ 접수기간  (공고구분 : 추경1차) 
  - (승용) 마감
  - (화물) 마감 
○ 보급물량 
  - (승용) : 50대 (택시 잔여물량 및 취소물량에 따라 보급물량 변동) 
○ 신청대상
    - 개인(사업자) : 구매신청서 접수일 기준, 90일 이전부터 천안시에 주소를 둔 18세 이상 천안시민
    - 법인·기관(공공) : 구매신청서 접수일 기준, 90일 이전부터 천안시에 주소를 둔 법인, 사업자
○ 신청방법 : 무공해차 구매보조금 지원시스템 접수
○ 선정기준 : 출고등록순(지원시스템 지원가능 요청순)
 ※ 기타 자세한 문의사항은 공고문을 참조하시기 바라며, 자격부여, 대상자 선정요청, 금액확인을 위한 전화문의 자제바랍니다.
================================================================================="
충남,공주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","111
 (12)
 (12)
 (0)
 (23)
 (64)",111,12,12,0,23,64,"99
 (18)
 (5)
 (9)
 (2)
 (65)",99,18,5,9,2,65,12,0,"99
 (18)
 (5)
 (9)
 (2)
 (65)",99,"12
 (0)
 (7)
 (0)
 (21)
 (0)","접수기간 : 24. 8. 27.~ 예산소진시까지 
보급대수 : (승용) 39대 / (화물) 34대
선정기준 : 출고등록순(*자격부여는 출고등록순으로 예산범위 초과하여 선정하며 대상자 선정된 것 아님)
지원대상 : 구매지원신청서 접수일 기준 3개월(90일) 이상 연속하여 공주시에 주소를 둔 개인, 법인 등
신청방법 : 무공해차 구매 보조금 시스템을 통해 온라인 신청

- 기타 자세한 문의사항은 공고문을 참조하기 바라며, 자격부여, 대상자 선정 요청, 금액확인을 위한 전화문의는 자제바랍니다.
- 보조금 우선지원 신청서 양식이 변경되었으니 확인부탁드립니다."
충남,보령시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","241
 (11)
 (11)
 (0)
 (22)
 (197)",241,11,11,0,22,197,"120
 (44)
 (3)
 (10)
 (0)
 (63)",120,44,3,10,0,63,121,134,"120
 (44)
 (3)
 (10)
 (0)
 (63)",120,"121
 (0)
 (8)
 (0)
 (22)
 (134)","<2024년 전기자동차(승용·화물) 보급사업(하반기)>
- 접수기간: '24. 7. 8.(월) 09:00 ~12. 6. 18:00/ 예산소진시 조기마감
- 보급대수: 승용 89대, 화물 131대
- 선정기준: 출고·등록순( *자격부여는 신청접수순으로 예산범위 초과하여 선정하며 대상자 선정된것 아님)

※ 기타 자세한 문의사항은 공고문을 참조하시기 바라며, 자격부여, 대상자 선정 요청, 금액확인을 위한 전화문의 자제바랍니다."
충남,아산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","300
 (30)
 (30)
 (0)
 (50)
 (190)",300,30,30,0,50,190,"276
 (118)
 (9)
 (44)
 (21)
 (84)",276,118,9,44,21,84,24,106,"276
 (118)
 (9)
 (44)
 (21)
 (84)",276,"24
 (0)
 (21)
 (0)
 (29)
 (106)","2024년 사업 종료
** 2025년 상반기 2월 말 공고 3월 초 접수 예정 **"
충남,서산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","408
 (31)
 (31)
 (0)
 (62)
 (284)",408,31,31,0,62,284,"178
 (40)
 (6)
 (19)
 (5)
 (108)",178,40,6,19,5,108,230,176,"178
 (40)
 (6)
 (19)
 (5)
 (108)",178,"230
 (0)
 (25)
 (0)
 (57)
 (176)",접수 마감.
충남,논산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","250
 (14)
 (14)
 (0)
 (28)
 (194)",250,14,14,0,28,194,"194
 (17)
 (5)
 (19)
 (0)
 (153)",194,17,5,19,0,153,56,41,"194
 (17)
 (5)
 (19)
 (0)
 (153)",194,"56
 (0)
 (9)
 (0)
 (28)
 (41)",
충남,계룡시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","55
 (0)
 (0)
 (0)
 (0)
 (55)",55,0,0,0,0,55,"26
 (17)
 (0)
 (2)
 (1)
 (6)",26,17,0,2,1,6,29,49,"26
 (17)
 (0)
 (2)
 (1)
 (6)",26,"29
 (0)
 (0)
 (0)
 (0)
 (49)","1. 사 업 명 : 2024년 전기자동차 민간보급사업
 2. 보급대수 : 전기승용 약49대, 전기화물 약23대
 3. 신청기간 : 1차/ 2024. 2. 28.(수) ~ 6. 28. (금)
                 ★ 2차/ 2024. 7. 1.(월) ~ 12. 6.(금)
 4. 선정방법 : 출고등록순  ※ 신청일 당일 대상자선정 불가"
충남,당진시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","97
 (28)
 (9)
 (0)
 (1)
 (59)",97,28,9,0,1,59,"179
 (114)
 (10)
 (14)
 (1)
 (40)",179,114,10,14,1,40,0,19,"178
 (114)
 (9)
 (14)
 (1)
 (40)",178,"0
 (0)
 (0)
 (0)
 (0)
 (19)","2024년 전기자동차 보급사업(2차) 변경공고(당진시 공고 제2024-1721호, 2024.08.13.) 내용을 참고 하시기 바랍니다.
무공해차 통합누리집 및 당진시청 홈페이지 고시/공고에서 확인 바랍니다.

※ 승용, 화물 국비 소진으로 마감되었습니다."
충남,금산군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","74
 (3)
 (3)
 (0)
 (6)
 (62)",74,3,3,0,6,62,"63
 (27)
 (7)
 (6)
 (0)
 (23)",63,27,7,6,0,23,11,39,"63
 (27)
 (7)
 (6)
 (0)
 (23)",63,"11
 (0)
 (0)
 (0)
 (6)
 (39)","친환경자동차 보급 확대를 위하여 전기자동차 구매 시 보조금을 지원하고자 2024년도 전기자동차 민간보급사업을 공고하오니 많은 참여바랍니다.
 
 1. 사업내용 : 전기자동차(화물,승용) 보급사업
 2. 보급대상 : 구매 지원신청 접수일 기준 2개월 이상 계속하여 금산군에 주소를 둔 개인 및 개인사업자, 사업장이 금산군 내 위치한 법인 및 기업
 3. 공고기간 : ~ 2024. 12. 06.(금) 
 4. 신청기간 : ~ 2024. 12. 06.(금)  18:00  ※보급대수 소진시 조기 마감
 5. 보급대수 : 총92대(전기승용 58대, 전기화물 34대)
 6. 지원금액 : 차량 가액에 따라 달라짐(공고문 참조)
 7. 신청절차 : 신청인은 가까운 자동차 대리점, 영업소에 구매계약 후 저공해차 통합누리집 내 저공해차 구매 보조금 지원 시스템에 제출
  ※ 기타 자세한 사항은 붙임 공고문 참조(세부신청절차가 안내되어 있으니 반드시 확인요망)"
충남,부여군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","195
 (12)
 (12)
 (0)
 (25)
 (146)",195,12,12,0,25,146,"99
 (14)
 (1)
 (9)
 (5)
 (70)",99,14,1,9,5,70,96,76,"99
 (14)
 (1)
 (9)
 (5)
 (70)",99,"96
 (0)
 (11)
 (0)
 (20)
 (76)","신청일시 : 2024. 10. 11.(금) 9:00 ~ 11. 15.(금)  ※ 예산 소진 시 조기 종료
보급대수 : 총15대(일반 15대)
※ 차종마다 지원금이 다르므로 전산 상 표시되어있는 잔여대수와 실제 보급가능대수(=대상자선정 가능 대수)가 상이함
★ 자격부여 이후 10일 내 출고가능시 지원가능요청 : 출고예정증빙 첨부하면 대상자 선정
★ 대상자선정 후 10일 내 출고, 출고후 10일내 지급신청 하여야 보조금 지급 가능 
자격부여만 받고 대상자선정 없이 출고 시 보조금 지급 불가함"
충남,서천군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","111
 (11)
 (11)
 (0)
 (22)
 (67)",111,11,11,0,22,67,"94
 (59)
 (4)
 (4)
 (3)
 (24)",94,59,4,4,3,24,17,43,"94
 (59)
 (4)
 (4)
 (3)
 (24)",94,"17
 (0)
 (7)
 (0)
 (19)
 (43)",※ 국비 소진으로 전기화물 접수 마감 하였습니다.
충남,청양군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","59
 (8)
 (8)
 (0)
 (16)
 (27)",59,8,8,0,16,27,"46
 (21)
 (0)
 (5)
 (0)
 (20)",46,21,0,5,0,20,13,7,"46
 (21)
 (0)
 (5)
 (0)
 (20)",46,"13
 (0)
 (8)
 (0)
 (16)
 (7)",
충남,홍성군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","138
 (19)
 (4)
 (0)
 (1)
 (114)",138,19,4,0,1,114,"140
 (50)
 (6)
 (1)
 (1)
 (82)",140,50,6,1,1,82,0,32,"140
 (50)
 (6)
 (1)
 (1)
 (82)",140,"0
 (0)
 (0)
 (0)
 (0)
 (32)",2024년도 전기자동차(화물) 민간보급사업 마감
충남,예산군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","163
 (0)
 (0)
 (0)
 (0)
 (163)",163,0,0,0,0,163,"114
 (47)
 (8)
 (5)
 (2)
 (52)",114,47,8,5,2,52,49,111,"114
 (47)
 (8)
 (5)
 (2)
 (52)",114,"49
 (0)
 (0)
 (0)
 (0)
 (111)","<2024년 하반기 전기자동차(화물)민간보급사업 안내>
- 신청기간 : 2024.7.22. 09:00 ~ 24.12.6. 18:00 
- 신청대수 : 120대
- 대상자선정기준 : 차량 출고 등록순(자격부여는 대상자 확정이 아님)
- 기타 자세한 사항은 공고문 참조 
★ 민원전화 폭주로 업무처리가 지연될 수 있으므로 빠른 업무처리를 위해 단순 지원가능 & 대상자 확정 요청 전화는 자제 부탁드립니다."
충남,태안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","90
 (13)
 (6)
 (0)
 (13)
 (58)",90,13,6,0,13,58,"78
 (13)
 (4)
 (7)
 (3)
 (51)",78,13,4,7,3,51,12,7,"78
 (13)
 (4)
 (7)
 (3)
 (51)",78,"12
 (0)
 (2)
 (0)
 (10)
 (7)",
전북,전주시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","180
 (0)
 (0)
 (0)
 (0)
 (180)",180,0,0,0,0,180,"233
 (104)
 (16)
 (14)
 (18)
 (81)",233,104,16,14,18,81,0,99,"231
 (103)
 (15)
 (14)
 (18)
 (81)",231,"0
 (0)
 (0)
 (0)
 (0)
 (99)",*** 사업종료 ***
전북,군산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","111
 (59)
 (7)
 (10)
 (4)
 (31)",111,59,7,10,4,31,"131
 (74)
 (7)
 (10)
 (6)
 (34)",131,74,7,10,6,34,0,0,"131
 (74)
 (7)
 (10)
 (6)
 (34)",131,"0
 (0)
 (0)
 (0)
 (0)
 (0)","<2024년 군산시 전기자동차 민간보급사업 화물전기차 마감>
○ 화물전기차 마감
--------------------------------------------------------------
※ 자세한 사항은 공고문을 확인하시기 바랍니다.(보조사업 준수사항, 의무운행기간 확인바람)
※ 향후 대상자 선정 후 지급신청 시 원본서류 별도 제출 바람
 ★전기차 보조금 지급신청서 위임장 추가!★
  - 우편주소 : 전북 군산시 시청로 17, 군산시청 환경정책과 전기차 담당자 앞
※ 자격부여 및 대상자 선정 후 별도 문자안내 없음
※ 대상자 선정 후 10일내 출고증빙서류(전자세금계산서) 미첨부시 별도 통보없이 대상자선정 취소처리함"
전북,익산시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","220
 (37)
 (37)
 (0)
 (74)
 (72)",220,37,37,0,74,72,"182
 (78)
 (12)
 (11)
 (7)
 (74)",182,78,12,11,7,74,38,0,"181
 (77)
 (12)
 (11)
 (7)
 (74)",181,"39
 (0)
 (25)
 (0)
 (67)
 (0)","1. 신청기간 : 2024. 3. 12. ~ 2024. 6. 28. (예산소진시까지)
2. 신청자격 : 신청서 접수일 기준 3개월 이전부터 연속하여 익산시에 주소지를 두거나 사업장 소재지를 두고 사업자등록을 한 자
3. 지원가능 대수 : 개인, 법인 1대
4. 보급대수 : 총 450대(일반 270대, 우선순위 45대, 택배 90대, 중소기업 45대)
 ※예산상황 등에 따라 보급물량은 변동될수있으며, 물량 미소진시 하반기통합보급
 ※(중요)허위 또는 10일이내 미출고시 대상자 선정취소 또는 후순위대기자로 변경

                *자세한 내용은 반드시 공고문을 확인하여 주시기 바랍니다"""
전북,정읍시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","543
 (30)
 (30)
 (0)
 (60)
 (423)",543,30,30,0,60,423,"80
 (24)
 (3)
 (6)
 (1)
 (46)",80,24,3,6,1,46,463,377,"80
 (24)
 (3)
 (6)
 (1)
 (46)",80,"463
 (6)
 (27)
 (0)
 (59)
 (377)","<2024년 전기자동차 보급사업(통합)>
○ 신청기간 : 2024. 10. 2.(수) ~ 12. 6.(금) (09:00~18:00) **예산 소진시 마감
○ 보급대수 : 285대(승용 145대, 화물 240대) **여건 및 예산 범위 내에서 변동될 수 있음.
○ 선정방법 : 차량 출고등록순
○ 지원대수 : 승용, 화물 1대(개인, 기업, 법인, 사업자, 단체 등)

** 전북특별자치도 및 정읍시 보조금을 지급받은 전기자동차 구매자는 
의무운행기간을 전북특별자치도 내에서 준수하여야 함
    - 전북특별자치도 내에서 의무운행기간 미준수(타시도 판매) 시에는 환수율에 따라 
지방비(도·시비) 보조금을 환수함
    - 전기화물차를 구매한 자가 해당 차량을 2만km이상 운행하지 아니하고 
최초 등록한 날부터 2년 이내에 판매하는 경우, 지급된 보조금(국비+지방비)의 일부를 회수함.
(도 내 판매 포함, 유의사항 참조)
** 신청서 처리기한 7일 이내 (당일 불가)
** 서류 업로드 시 하나의 파일(PDF)로 통합하여 업로드 제출.
** 지급 신청한 후 지원신청 서류 및 지급신청 서류 원본제출.
     (우편주소 : 전북특별자치도 정읍시 충정로 237, 거안빌딩 2층 자원순환과 전기차 담당자 앞)

★ 시스템의 출고잔여 대수는 실제 잔여대수와 다를 수 있으므로 담당자에게 확인바랍니다 ★"
전북,남원시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","134
 (8)
 (8)
 (0)
 (15)
 (103)",134,8,8,0,15,103,"103
 (50)
 (1)
 (3)
 (5)
 (44)",103,50,1,3,5,44,31,59,"103
 (50)
 (1)
 (3)
 (5)
 (44)",103,"31
 (0)
 (7)
 (0)
 (10)
 (59)",
전북,김제시,전기화물,"*일반: 출고등록순
*우선: 출고등록순","262
 (17)
 (17)
 (0)
 (34)
 (194)",262,17,17,0,34,194,"85
 (40)
 (0)
 (10)
 (5)
 (30)",85,40,0,10,5,30,177,164,"85
 (40)
 (0)
 (10)
 (5)
 (30)",85,"177
 (0)
 (17)
 (0)
 (29)
 (164)","- 상반기 신청기간 : 2024.3.6.(수) 09:00 ~ 2024.6.28.(금) 18:00 [예산소진시 조기마감]
- 상반기 보급대수 : 승용 150대(일반 114대, 우선순위 18대, 택시 18대) / 화물 138대(일반 70대, 우선순위 17대, 택배물량 34대, 중소기업 물량 17대)/ 승합 1대
- 선정방법 : 출고등록순
※ 기타 자세한 사항은 공고문 참고"
전북,완주군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","90
 (9)
 (5)
 (0)
 (10)
 (66)",90,9,5,0,10,66,"85
 (13)
 (3)
 (13)
 (8)
 (48)",85,13,3,13,8,48,5,18,"81
 (12)
 (3)
 (11)
 (8)
 (47)",81,"9
 (0)
 (2)
 (0)
 (2)
 (19)","□ 사업기간
  - 공   고 : 2024. 7. 15.(월) ~ 10.31.(목)
  - 접   수 : 2024. 7. 17.(수) 9:00 ~ 10.31.(목) 18:00 (화물,승용)
□ 지원가능확인 요청 일시
    화물: 2024. 7. 19.(금) ~ 예산소진시까지
    승용: 2024. 7. 22.(월) ~ 예산소진시까지
□ 보급대수 : 총 126대(승용 79대, 화물 47대)
□ 보급대상 : 전기자동차(승용,화물)를 구입하고자 하는 자
  ※ 단, 구매신청서 접수일 기준 완주군에 2개월 이상 연속 주소를 둔 군민, 법인, 단체
□ 지원한도 :  전기승용·화물 (개인) 1인 1대, (법인) 1대
□ 신청대상 : 무공해차 통합누리집(www.ev.or.kr)에 접수
□ 선정방법 : 출고등록순
※ 자세한 사항은 공고문을 참고하시기 바랍니다."
전북,진안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","110
 (4)
 (14)
 (0)
 (28)
 (64)",110,4,14,0,28,64,"16
 (6)
 (2)
 (1)
 (0)
 (7)",16,6,2,1,0,7,94,57,"16
 (6)
 (2)
 (1)
 (0)
 (7)",16,"94
 (0)
 (12)
 (0)
 (28)
 (57)",
전북,무주군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","28
 (3)
 (0)
 (0)
 (1)
 (24)",28,3,0,0,1,24,"25
 (7)
 (0)
 (3)
 (1)
 (14)",25,7,0,3,1,14,3,10,"25
 (7)
 (0)
 (3)
 (1)
 (14)",25,"3
 (0)
 (0)
 (0)
 (0)
 (10)","☆ 2024 무주군 전기자동차 보급사업 공고☆
신청기간: 2024. 3. 11.~ 예산 소진시까지
보급대수: 총 57대(승용 28대, 화물 28대, 승합 1대)"
전북,장수군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","40
 (3)
 (3)
 (0)
 (7)
 (27)",40,3,3,0,7,27,"29
 (10)
 (0)
 (6)
 (2)
 (11)",29,10,0,6,2,11,11,16,"29
 (10)
 (0)
 (6)
 (2)
 (11)",29,"11
 (0)
 (3)
 (0)
 (5)
 (16)",
전북,임실군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","88
 (6)
 (10)
 (0)
 (19)
 (53)",88,6,10,0,19,53,"15
 (7)
 (0)
 (2)
 (1)
 (5)",15,7,0,2,1,5,73,48,"14
 (7)
 (0)
 (2)
 (0)
 (5)",14,"74
 (0)
 (10)
 (0)
 (19)
 (48)",
전북,순창군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","39
 (3)
 (3)
 (0)
 (6)
 (27)",39,3,3,0,6,27,"25
 (11)
 (0)
 (0)
 (0)
 (14)",25,11,0,0,0,14,14,13,"25
 (11)
 (0)
 (0)
 (0)
 (14)",25,"14
 (0)
 (3)
 (0)
 (6)
 (13)","<2024년 하반기 순창군 전기자동차(승용·화물) 민간보급 사업공고>
○ 접수기간: 2024. 9. 4(수). ~ 예산소진시까지
○ 보급대수: 총29대(승용 20대, 화물 9대)
  ※ 보급여건, 예산증감에 따라 변동가능
○ 선정방법: 출고등록순
○ 신청자격: 선청서 접수일 기준 연속 3개월(90일)이상 순창군에 주소를 둔 개인, 단체, 법인, 기관 등
○ 보급차량: 환경부 무공해차 통합누리집(ev.or.kr)에서 열람
-----------------------------------------------------------------------
★ 자세한 사항은 공고문 확인"
전북,고창군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","107
 (11)
 (1)
 (0)
 (0)
 (95)",107,11,1,0,0,95,"39
 (21)
 (1)
 (1)
 (1)
 (15)",39,21,1,1,1,15,68,80,"39
 (21)
 (1)
 (1)
 (1)
 (15)",39,"68
 (0)
 (0)
 (0)
 (0)
 (80)","★★★고창군 하반기 전기자동차 보급사업★★★
★★★수정 공고에 따른 신청서 양식 변경 확인필수!!★★★

□ 공고개요
  1. 신청기간 : ‘24. 7. 3.(수) ~ 12. 2.(월) (예산 소진 시 조기마감) 
  2. 보급대수 : 화물 85(우선순위, 택배용 중소기업 물량 통합 집행)
  3. 지원차종 : 환경부 무공해차 통합누리집(www.ev.or.kr) 참조
    ※ 공고일 이후 환경부 보조금 지원대상으로 선정된 차량은 추가공고 없이 보조금 지원대상 포함
  4. 지원금액 : 차종에 따라 차등지원
  5. 유의사항(전기화물차 구입자만 해당)
    - 경유화물차 보유자 폐차 이행 여부에 따른 국비 차감 및 추가지원 사항 추가
    - 전기자동차 구매 지원신청서(붙임2) 서식 변경(경유화물차 보유 정보 기재란 추가)"
전북,부안군,전기화물,"*일반: 출고등록순
*우선: 출고등록순","180
 (19)
 (19)
 (0)
 (37)
 (105)",180,19,19,0,37,105,"44
 (18)
 (4)
 (3)
 (2)
 (17)",44,18,4,3,2,17,136,88,"44
 (18)
 (4)
 (3)
 (2)
 (17)",44,"136
 (1)
 (15)
 (0)
 (35)
 (88)",하반기 7.15
